"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"22760-3","Potasio","Concentración de masa","Punto temporal","Suero o Plasma","Cuantitativo","","","","Potasio: Suero o Plasma : Punto temporal: Concentración de masa: Cuantitativo:","",""
"10332-5","Cortisol ^antes de 250 ug de corticotropina IM","Concentración de masa","Punto temporal","Suero o Plasma","Cuantitativo","","","","Cortisol : Suero o Plasma : Punto temporal: Concentración de masa: Cuantitativo:","",""
"10354-9","Bacterias identificadas","Presencia o identidad","Punto temporal","Uretra","Nominal","Cultura","","","Bacterias identificadas: Uretra : Punto temporal: Presencia o identidad: Nominal: Cultura","",""
"10390-3","Preparación especial de hemoderivados","Tipo","Punto temporal","^ Unidad de hemoderivado","Nominal","","","","Preparación especial de hemoderivados: Unidad de hemoderivado: Punto temporal: Tipo: Nominal:","",""
"10391-1","Inmunoglobulina contra citomegalovirus administrada","Volumen","Punto temporal","^ Paciente","Cuantitativo","","","","Inmunoglobulina contra citomegalovirus administrada: Paciente: Punto temporal: Volumen: Cuantitativo:","",""
"10333-3","Apariencia","Apariencia","Punto temporal","Fluído espinal cerebral","Nominal","","","","Apariencia: Fluído espinal cerebral : Punto temporal: Apariencia: Nominal:","",""
"10352-3","Bacterias identificadas","Presencia o identidad","Punto temporal","Genital","Nominal","Cultura aerobia","","","Bacterias identificadas: Genital : Punto temporal: Presencia o identidad: Nominal: Cultura aerobia","",""
"10353-1","Bacterias identificadas","Presencia o identidad","Punto temporal","Nariz","Nominal","Cultura aerobia","","","Bacterias identificadas: Nariz : Punto temporal: Presencia o identidad: Nominal: Cultura aerobia","",""
"11101-3","Bacterias","Número -área","Punto temporal","Líquido sinovial","Cuantitativo","Campo de alta potencia de microscopía","","","Bacterias: Líquido sinovial : Punto temporal: Número -área: Cuantitativo: Campo de alta potencia de microscopía","",""
"11261-5","Bacterias identificadas","Presencia o identidad","Punto temporal","Vaginal","Nominal","Cultura aerobia","","","Bacterias identificadas: Vaginal : Punto temporal: Presencia o identidad: Nominal: Cultura aerobia","",""
"11702-8","Velocidad del flujo sanguíneo sistólico máx.","Vel","Punto temporal","Media de la arteria cerebral","Cuantitativo","US.doppler","","","Velocidad del flujo sanguíneo sistólico máx.:Media de la arteria cerebral :Punto temporal:Vel:Cuantitativo:US.doppler","",""
"11704-4","Velocidad del flujo sanguíneo sistólico máx.","Vel","Punto temporal","Ducto arterial","Cuantitativo","US.doppler","","","Velocidad del flujo sanguíneo sistólico máx.:Ducto arterial :Punto temporal:Vel:Cuantitativo:US.doppler","",""
"12178-0","Bacterias","Presencia o umbral","Punto temporal","Genital","Ordinal","Preparación húmeda","","","Bacterias: Genital : Punto temporal: Presencia o umbral: Ordinal: Preparación húmeda","",""
"12281-2","Bacterias identificadas","Presencia o identidad","Punto temporal","Cuello uterino","Nominal","Cultura anaerobia","","","Bacterias identificadas: Cuello uterino : Punto temporal: Presencia o identidad: Nominal: Cultura anaerobia","",""
"12814-0","Potasio","Concentración de sustancias","Punto temporal","Líquido vítreo","Cuantitativo","","","","Potasio: Líquido vítreo : Punto temporal: Concentración de sustancias: Cuantitativo:","",""
"13314-0","Bacterias identificadas","Presencia o identidad","Punto temporal","Semen","Nominal","","","","Bacterias identificadas: Semen : Punto temporal: Presencia o identidad: Nominal:","",""
"14093-9","Bacterias identificadas","Presencia o identidad","Punto temporal","Agua","Nominal","Cultura","","","Bacterias identificadas: Agua : Punto temporal: Presencia o identidad: Nominal: Cultura","",""
"14124-2","Bacterias","Presencia o umbral","Punto temporal","Semen","Ordinal","Microscopía óptica","","","Bacterias: Semen : Punto temporal: Presencia o umbral: Ordinal: Microscopía óptica","",""
"14394-1","Nitrógeno de urea","Concentración de masa","Punto temporal","Líquido pleural","Cuantitativo","","","","Nitrógeno de urea: Líquido pleural : Punto temporal: Concentración de masa: Cuantitativo:","",""
"14396-6","Nitrógeno de urea","Concentración de masa","Punto temporal","Líquido sinovial","Cuantitativo","","","","Nitrógeno de urea: Líquido sinovial : Punto temporal: Concentración de masa: Cuantitativo:","",""
"14407-1","Fosfato","Concentración de masa","Punto temporal","Fluido gástrico","Cuantitativo","","","","Fosfato: Fluido gástrico : Punto temporal: Concentración de masa: Cuantitativo:","",""
"14325-5","Bacterias identificadas","Presencia o identidad","Punto temporal","XXX","Nominal","Cultura ambiental","","","Bacterias identificadas: XXX : Punto temporal: Presencia o identidad: Nominal: Cultura ambiental","",""
"14172-1","Potasio","Concentración de sustancias","Punto temporal","Líquido sinovial","Cuantitativo","","","","Potasio: Líquido sinovial : Punto temporal: Concentración de sustancias: Cuantitativo:","",""
"14320-6","Bacterias identificadas","Presencia o identidad","Punto temporal","Orina","Nominal","Cultura @ 1","","","Bacterias identificadas: Orina : Punto temporal: Presencia o identidad: Nominal: Cultura @ 1","",""
"14402-2","Creatinina","Concentración de masa","Punto temporal","Fluido gástrico","Cuantitativo","","","","Creatinina: Fluido gástrico : Punto temporal: Concentración de masa: Cuantitativo:","",""
"14475-8","Bacterias identificadas","Presencia o identidad","Punto temporal","Cuello uterino","Nominal","Cultura aerobia","","","Bacterias identificadas: Cuello uterino : Punto temporal: Presencia o identidad: Nominal: Cultura aerobia","",""
"14478-2","Bacterias identificadas","Presencia o identidad","Punto temporal","Pene","Nominal","Cultura aerobia","","","Bacterias identificadas: Pene : Punto temporal: Presencia o identidad: Nominal: Cultura aerobia","",""
"14477-4","Bacterias identificadas","Presencia o identidad","Punto temporal","Uretra","Nominal","Cultura aerobia","","","Bacterias identificadas: Uretra : Punto temporal: Presencia o identidad: Nominal: Cultura aerobia","",""
"15202-5","Potasio","Concentración de sustancias","Punto temporal","Heces","Cuantitativo","","","","Potasio: Heces : Punto temporal: Concentración de sustancias: Cuantitativo:","",""
"15507-7","Nota de progreso","Tipo","Punto temporal","Departamento de Emergencia","Documento","{Role}","","","Nota de progreso:Departamento de Emergencia :Punto temporal:Tipo:Documento:{Role}","",""
"15508-5","Registros de trabajo de parto y parto","Tipo","-","^ Paciente","Documento","","","","Registros de trabajo de parto y parto: Paciente:-:Tipo:Documento:","",""
"17279-1","Bacterias identificadas","Presencia o identidad","Punto temporal","Líquido pleural","Nominal","Cultura aerobia","","","Bacterias identificadas: Líquido pleural : Punto temporal: Presencia o identidad: Nominal: Cultura aerobia","",""
"17909-3","Bacterias identificadas","Presencia o identidad","Punto temporal","Herida profunda","Nominal","Cultura aerobia","","","Bacterias identificadas: Herida profunda : Punto temporal: Presencia o identidad: Nominal: Cultura aerobia","",""
"17915-0","Bacterias identificadas","Presencia o identidad","Punto temporal","Herida poco profunda","Nominal","Cultura aerobia","","","Bacterias identificadas: Herida poco profunda : Punto temporal: Presencia o identidad: Nominal: Cultura aerobia","",""
"17925-9","Bacterias identificadas","Presencia o identidad","Punto temporal","Herida profunda","Nominal","Cultura anaerobia","","","Bacterias identificadas: Herida profunda : Punto temporal: Presencia o identidad: Nominal: Cultura anaerobia","",""
"17934-1","Bacterias identificadas","Presencia o identidad","Punto temporal","Sangre","Nominal","Cultura anaerobia","","","Bacterias identificadas: Sangre : Punto temporal: Presencia o identidad: Nominal: Cultura anaerobia","",""
"17956-4","Bacterias identificadas","Presencia o identidad","Punto temporal","Fluído corporal","Nominal","Cultura anaerobia","","","Bacterias identificadas: Fluído corporal : Punto temporal: Presencia o identidad: Nominal: Cultura anaerobia","",""
"17795-6","Potasio","Concentración de sustancias","Punto temporal","Solución hiperal","Cuantitativo","","","","Potasio: Solución hiperal : Punto temporal: Concentración de sustancias: Cuantitativo:","",""
"17969-7","Bacterias identificadas","Presencia o identidad","Punto temporal","Orina","Nominal","Cultura aerobia","","","Bacterias identificadas: Orina : Punto temporal: Presencia o identidad: Nominal: Cultura aerobia","",""
"17898-8","Bacterias identificadas","Presencia o identidad","Punto temporal","Garganta","Nominal","Cultura aerobia","","","Bacterias identificadas: Garganta : Punto temporal: Presencia o identidad: Nominal: Cultura aerobia","",""
"17928-3","Bacterias identificadas","Presencia o identidad","Punto temporal","Sangre","Nominal","Cultura aerobia","","","Bacterias identificadas: Sangre : Punto temporal: Presencia o identidad: Nominal: Cultura aerobia","",""
"18192-5","Bacterias","Presencia o umbral","Punto temporal","Nariz","Ordinal","Microscopía óptica","","","Bacterias: Nariz : Punto temporal: Presencia o umbral: Ordinal: Microscopía óptica","",""
"18372-3","Potasio","Tasa de sustancia","6H","Orina","Cuantitativo","","","","Potasio: Orina : 6H: Tasa de sustancia: Cuantitativo:","",""
"19096-7","Electrolitos","Impresión / interpretación del estudio","24H","Orina","Narrativo","","","","Electrolitos: Orina : 24H: Impresión / interpretación del estudio: Narrativo:","",""
"19128-8","Bacterias identificadas","Presencia o identidad","Punto temporal","Punta del catéter","Nominal","Cultura","","","Bacterias identificadas: Punta del catéter : Punto temporal: Presencia o identidad: Nominal: Cultura","",""
"19126-2","Bacterias identificadas","Presencia o identidad","Punto temporal","Médula ósea","Nominal","Cultura aerobia","","","Bacterias identificadas: Médula ósea : Punto temporal: Presencia o identidad: Nominal: Cultura aerobia","",""
"19127-0","Bacterias identificadas","Presencia o identidad","Punto temporal","Esputo","Nominal","Cultura de angustia respiratoria aguda (SDRA)","","","Bacterias identificadas: Esputo : Punto temporal: Presencia o identidad: Nominal: Cultura de angustia respiratoria aguda (SDRA)","",""
"25145-4","Bacterias","Presencia o umbral","Punto temporal","Sedimento de orina","Ordinal","Microscopía óptica","","","Bacterias: Sedimento de orina : Punto temporal: Presencia o umbral: Ordinal: Microscopía óptica","",""
"25506-7","Potasio","Contenido de la sustancia","Punto temporal","Heces","Cuantitativo","","","","Potasio: Heces : Punto temporal: Contenido de la sustancia: Cuantitativo:","",""
"27441-5","Potasio","Contenido de la sustancia","24H","Heces","Cuantitativo","","","","Potasio: Heces : 24H: Contenido de la sustancia: Cuantitativo:","",""
"2830-8","Aclaramiento renal de potasio","Tasa de volumen","24H","Orina y suero o plasma","Cuantitativo","","","","Aclaramiento renal de potasio: Orina y suero o plasma : 24H: Tasa de volumen: Cuantitativo:","",""
"2827-4","Potasio","Concentración de sustancias","Punto temporal","Sudor","Cuantitativo","","","","Potasio: Sudor : Punto temporal: Concentración de sustancias: Cuantitativo:","",""
"2828-2","Potasio","Concentración de sustancias","Punto temporal","Orina","Cuantitativo","","","","Potasio: Orina : Punto temporal: Concentración de sustancias: Cuantitativo:","",""
"2819-1","Potasio","Concentración de sustancias","Punto temporal","Fluído espinal cerebral","Cuantitativo","","","","Potasio: Fluído espinal cerebral : Punto temporal: Concentración de sustancias: Cuantitativo:","",""
"2820-9","Potasio","Concentración de sustancias","Punto temporal","Líquido de diálisis","Cuantitativo","","","","Potasio: Líquido de diálisis : Punto temporal: Concentración de sustancias: Cuantitativo:","",""
"2823-3","Potasio","Concentración de sustancias","Punto temporal","Suero o Plasma","Cuantitativo","","","","Potasio: Suero o Plasma : Punto temporal: Concentración de sustancias: Cuantitativo:","",""
"2824-1","Potasio","Concentración de sustancias","Punto temporal","Eritrocitos","Cuantitativo","","","","Potasio: Eritrocitos : Punto temporal: Concentración de sustancias: Cuantitativo:","",""
"2825-8","Potasio","Concentración de sustancias","Punto temporal","Saliva","Cuantitativo","","","","Potasio: Saliva : Punto temporal: Concentración de sustancias: Cuantitativo:","",""
"2826-6","Potasio","Tasa de sustancia","72H","Heces","Cuantitativo","","","","Potasio: Heces : 72H: Tasa de sustancia: Cuantitativo:","",""
"30549-0","Potasio","Concentración de sustancias","Punto temporal","Nutrición parental total","Cuantitativo","","","","Potasio: Nutrición parental total : Punto temporal: Concentración de sustancias: Cuantitativo:","",""
"3105-4","Urobilinógeno","Presencia o umbral","Punto temporal","Heces","Ordinal","","","","Urobilinógeno: Heces : Punto temporal: Presencia o umbral: Ordinal:","",""
"31157-1","Carboxihemoglobina","Concentración de masa","Punto temporal","Sangre","Cuantitativo","","","","Carboxihemoglobina: Sangre : Punto temporal: Concentración de masa: Cuantitativo:","",""
"31219-9","Afipia felis Ab.IgM","Concentración arbitraria","Punto temporal","Suero","Cuantitativo","","","","Afipia felis Ab.IgM: Suero : Punto temporal: Concentración arbitraria: Cuantitativo:","",""
"31750-3","Oído interno bovino Ag","Presencia o umbral","Punto temporal","Suero o Plasma","Ordinal","","","","Oído interno bovino Ag: Suero o Plasma : Punto temporal: Presencia o umbral: Ordinal:","",""
"32336-0","Potasio","Concentración de sustancias","Punto temporal","XXX","Cuantitativo","","","","Potasio: XXX : Punto temporal: Concentración de sustancias: Cuantitativo:","",""
"32355-0","Bacterias identificadas","Presencia o identidad","Punto temporal","XXX","Nominal","Cultivo respiratorio","","","Bacterias identificadas: XXX : Punto temporal: Presencia o identidad: Nominal: Cultivo respiratorio","",""
"32367-5","Bacterias identificadas","Presencia o identidad","Punto temporal","Aislado","Nominal","Cultura aerobia","","","Bacterias identificadas: Aislado : Punto temporal: Presencia o identidad: Nominal: Cultura aerobia","",""
"32550-6","Potasio","Cantidad de sustancia","No especificado","Orina","Cuantitativo","","","","Potasio: Orina : No especificado: Cantidad de sustancia: Cuantitativo:","",""
"32713-0","Potasio","Concentración de sustancias","Punto temporal","Sangre arterial","Cuantitativo","","","","Potasio: Sangre arterial : Punto temporal: Concentración de sustancias: Cuantitativo:","",""
"32810-4","Bacterias identificadas","Presencia o identidad","Punto temporal","Bronquial","Nominal","","","","Bacterias identificadas: Bronquial : Punto temporal: Presencia o identidad: Nominal:","",""
"33218-9","Bacterias","Número -área","Punto temporal","Sedimento de orina","Cuantitativo","Recuento automatizado","","","Bacterias: Sedimento de orina : Punto temporal: Número -área: Cuantitativo: Recuento automatizado","",""
"34703-9","ARN del virus de la hepatitis C","Concentración arbitraria","Punto temporal","Suero o Plasma","Cuantitativo","Límite de detección de amplificación de ácido nucleico = 500 UI / mL","","","ARN del virus de la hepatitis C: Suero o Plasma : Punto temporal: Concentración arbitraria: Cuantitativo: Límite de detección de amplificación de ácido nucleico = 500 UI / mL","",""
"35677-4","Potasio","Concentración de sustancias","No especificado","Orina","Cuantitativo","","","","Potasio: Orina : No especificado: Concentración de sustancias: Cuantitativo:","",""
"36921-5","Virus del herpes simplex 1 + 2 Ab.IgG","Presencia o umbral","Punto temporal","Suero","Ordinal","","","","Virus del herpes simplexx 1 + 2 Ab.IgG: Suero : Punto temporal: Presencia o umbral: Ordinal:","",""
"39789-3","Potasio","Concentración de sustancias","Punto temporal","Sangre venosa","Cuantitativo","","","","Potasio: Sangre venosa : Punto temporal: Concentración de sustancias: Cuantitativo:","",""
"39790-1","Potasio","Concentración de sustancias","Punto temporal","Capilar de sangre","Cuantitativo","","","","Potasio: Capilar de sangre : Punto temporal: Concentración de sustancias: Cuantitativo:","",""
"41599-2","Bacterias","Presencia o umbral","Punto temporal","Fluído corporal","Ordinal","Microscopía óptica","","","Bacterias: Fluído corporal : Punto temporal: Presencia o umbral: Ordinal: Microscopía óptica","",""
"41602-4","Bacterias","Presencia o umbral","Punto temporal","Fluído espinal cerebral","Ordinal","Microscopía óptica","","","Bacterias: Fluído espinal cerebral : Punto temporal: Presencia o umbral: Ordinal: Microscopía óptica","",""
"41603-2","Bacterias","Presencia o umbral","Punto temporal","Líquido pleural","Ordinal","Microscopía óptica","","","Bacterias: Líquido pleural : Punto temporal: Presencia o umbral: Ordinal: Microscopía óptica","",""
"41600-8","Bacterias","Presencia o umbral","Punto temporal","Líquido sinovial","Ordinal","Microscopía óptica","","","Bacterias: Líquido sinovial : Punto temporal: Presencia o umbral: Ordinal: Microscopía óptica","",""
"41601-6","Bacterias","Presencia o umbral","Punto temporal","Líquido peritoneal","Ordinal","Microscopía óptica","","","Bacterias: Líquido peritoneal : Punto temporal: Presencia o umbral: Ordinal: Microscopía óptica","",""
"41598-4","Bacterias","Presencia o umbral","Punto temporal","Líquido pericárdico","Ordinal","Microscopía óptica","","","Bacterias: Líquido pericárdico : Punto temporal: Presencia o umbral: Ordinal: Microscopía óptica","",""
"41741-0","Bacterias identificadas","Presencia o identidad","Punto temporal","XXX","Nominal","","","","Bacterias identificadas: XXX : Punto temporal: Presencia o identidad: Nominal:","",""
"41656-0","Potasio","Concentración de sustancias","Punto temporal","Sangre venosa mixta","Cuantitativo","","","","Potasio: Sangre venosa mixta : Punto temporal: Concentración de sustancias: Cuantitativo:","",""
"42569-4","Potasio","Concentración de masa o sustancia","Punto temporal","Suero o Plasma","Cuantitativo","","","","Potasio: Suero o Plasma : Punto temporal: Concentración de masa o sustancia: Cuantitativo:","",""
"42661-9","Bacterias identificadas","Presencia o identidad","Punto temporal","Aislado","Nominal","Electroforesis en gel de campo pulsado (PFGE)","","","Bacterias identificadas: Aislado : Punto temporal: Presencia o identidad: Nominal: Electroforesis en gel de campo pulsado (PFGE)","",""
"42803-7","Bacterias identificadas","Presencia o identidad","Punto temporal","Aislado","Nominal","","","","Bacterias identificadas: Aislado : Punto temporal: Presencia o identidad: Nominal:","",""
"42806-0","Bacterias identificadas","Presencia o identidad","Punto temporal","Aislado","Nominal","","","","Bacterias identificadas: Aislado : Punto temporal: Presencia o identidad: Nominal:","",""
"43161-9","Microorganismo","Concentración numérica","Punto temporal","XXX","Cuantitativo","Recuento de viabilidad","","","Microorganismo: XXX : Punto temporal: Concentración numérica: Cuantitativo: Recuento de viabilidad","",""
"43214-6","Bacterias identificadas","Presencia o identidad","Punto temporal","Nasofaringe","Nominal","Cultura","","","Bacterias identificadas: Nasofaringe : Punto temporal: Presencia o identidad: Nominal: Cultura","",""
"43307-8","Bacterias identificadas","Presencia o identidad","Punto temporal","Seno","Nominal","Cultura","","","Bacterias identificadas: Seno : Punto temporal: Presencia o identidad: Nominal: Cultura","",""
"43407-6","Bacterias identificadas","Presencia o identidad","Punto temporal","Herida profunda","Nominal","Cultura","","","Bacterias identificadas: Herida profunda : Punto temporal: Presencia o identidad: Nominal: Cultura","",""
"43409-2","Bacterias identificadas","Presencia o identidad","Punto temporal","Aislado","Nominal","Cultura","","","Bacterias identificadas: Aislado : Punto temporal: Presencia o identidad: Nominal: Cultura","",""
"43441-5","Bacterias identificadas","Presencia o identidad","Punto temporal","Lavado broncoalveolar","Nominal","Cultura aerobia","","","Bacterias identificadas: Lavado broncoalveolar : Punto temporal: Presencia o identidad: Nominal: Cultura aerobia","",""
"43408-4","Bacterias identificadas","Presencia o identidad","Punto temporal","Tejido y frotis","Nominal","Cultura","","","Bacterias identificadas: Tejido y frotis : Punto temporal: Presencia o identidad: Nominal: Cultura","",""
"43411-8","Bacterias identificadas","Presencia o identidad","Punto temporal","Aspirar","Nominal","Cultura","","","Bacterias identificadas: Aspirar : Punto temporal: Presencia o identidad: Nominal: Cultura","",""
"43410-0","Bacterias identificadas","Presencia o identidad","Punto temporal","Cuello uterino","Nominal","Cultura","","","Bacterias identificadas: Cuello uterino : Punto temporal: Presencia o identidad: Nominal: Cultura","",""
"43442-3","Bacterias identificadas","Presencia o identidad","Punto temporal","Cepillo bronquial","Nominal","Cultura aerobia","","","Bacterias identificadas: Cepillo bronquial : Punto temporal: Presencia o identidad: Nominal: Cultura aerobia","",""
"44023-0","Bacterias","Presencia o umbral","Punto temporal","Vaginal","Ordinal","Preparación húmeda","","","Bacterias: Vaginal : Punto temporal: Presencia o umbral: Ordinal: Preparación húmeda","",""
"44039-6","Bacterias","Presencia o umbral","Punto temporal","Ojo","Ordinal","Microscopía óptica","","","Bacterias: Ojo : Punto temporal: Presencia o umbral: Ordinal: Microscopía óptica","",""
"44022-2","Bacterias","Presencia o umbral","Punto temporal","Cuello uterino","Ordinal","Preparación húmeda","","","Bacterias: Cuello uterino : Punto temporal: Presencia o umbral: Ordinal: Preparación húmeda","",""
"44038-8","Bacterias","Presencia o umbral","Punto temporal","XXX","Ordinal","","","","Bacterias: XXX : Punto temporal: Presencia o umbral: Ordinal:","",""
"44243-4","Bacterias","Número -área","Punto temporal","Vaginal","Cuantitativo","Preparación húmeda","","","Bacterias: Vaginal : Punto temporal: Número -área: Cuantitativo: Preparación húmeda","",""
"45275-5","Bacterias identificadas","Presencia o identidad","Punto temporal","Sangre","Nominal","Cultivo de aerobios incubación a 25 grados C","","","Bacterias identificadas: Sangre : Punto temporal: Presencia o identidad: Nominal: Cultivo de aerobios incubación a 25 grados C","",""
"45276-3","Bacterias identificadas","Presencia o identidad","Punto temporal","Sangre","Nominal","Cultivo anaerobio incubación a 25 grados C","","","Bacterias identificadas: Sangre : Punto temporal: Presencia o identidad: Nominal: Cultivo anaerobio incubación a 25 grados C","",""
"49034-2","Microorganismo identificado","Presencia o identidad","Punto temporal","Cuello uterino o vagina","Nominal","Tinción de cito","","","Microorganismo identificado: Cuello uterino o vagina : Punto temporal: Presencia o identidad: Nominal: Tinción de cito","",""
"49788-3","Potasio","Concentración de sustancias","Punto temporal","Líquido amniótico","Cuantitativo","","","","Potasio: Líquido amniótico : Punto temporal: Concentración de sustancias: Cuantitativo:","",""
"49789-1","Potasio","Concentración de sustancias","Punto temporal","Líquido peritoneal","Cuantitativo","","","","Potasio: Líquido peritoneal : Punto temporal: Concentración de sustancias: Cuantitativo:","",""
"50221-1","Bacterias","Presencia o umbral","Punto temporal","Orina","Ordinal","Automatizado","","","Bacterias: Orina : Punto temporal: Presencia o umbral: Ordinal: Automatizado","",""
"50902-6","Potasio","Contenido de la sustancia","Punto temporal","Cabello","Cuantitativo","","","","Potasio: Cabello : Punto temporal: Contenido de la sustancia: Cuantitativo:","",""
"51480-2","Bacterias","Concentración numérica","Punto temporal","Orina","Cuantitativo","Recuento automatizado","","","Bacterias: Orina : Punto temporal: Concentración numérica: Cuantitativo: Recuento automatizado","",""
"51720-1","Potasio","Tasa de masa","24H","Orina","Cuantitativo","","","","Potasio: Orina : 24H: Tasa de masa: Cuantitativo:","",""
"52966-9","Bacterias identificadas","Presencia o identidad","Punto temporal","Anal","Nominal","Cultura","","","Bacterias identificadas: Anal : Punto temporal: Presencia o identidad: Nominal: Cultura","",""
"52967-7","Bacterias identificadas","Presencia o identidad","Punto temporal","Fluido gástrico","Nominal","Cultura","","","Bacterias identificadas: Fluido gástrico : Punto temporal: Presencia o identidad: Nominal: Cultura","",""
"52973-5","Bacterias identificadas","Presencia o identidad","Punto temporal","Aspirado traqueal de esputo","Nominal","Cultura","","","Bacterias identificadas: Aspirado traqueal de esputo : Punto temporal: Presencia o identidad: Nominal: Cultura","",""
"53123-6","Potasio","Tasa de sustancia","1H","Orina","Cuantitativo","","","","Potasio: Orina : 1H: Tasa de sustancia: Cuantitativo:","",""
