"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"90273-4","Batteri","Prid","Pt","Punta del catetere","Nom","Coltura anaerobica","MICRO","","","Coltura anaerobi Microbiologia Presenza o Identità Punta del catetere Punto nel tempo (episodio)",""
"90278-3","Batteri","Prid","Pt","Liquido sinoviale","Nom","Coltura aerobica","MICRO","","","Coltura aerobi Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"90444-1","Dietilpropione","MCnc","Pt","Siero/Plasma/Sangue","Qn","Conferma","FARMACOLOGIA/TOSSICOLOGIA","","","Concentrazione di Massa Livelli farmacologici e tossicologia Plasma Plasma o Sangue Punto nel tempo (episodio) Sangue Siero Siero o Plasma Siero,Plasma o Sangue",""
"91063-8","Batteri","Prid","Pt","Piastrine^Unità prodotto sangue","Nom","Coltura aerobica","MICRO","","","Coltura aerobi Microbiologia Presenza o Identità Punto nel tempo (episodio) Trombociti Unità di prodotto sangue",""
"90274-2","Batteri","Prid","Pt","Punta del catetere","Nom","Coltura aerobica","MICRO","","","Coltura aerobi Microbiologia Presenza o Identità Punta del catetere Punto nel tempo (episodio)",""
"90276-7","Batteri","Prid","Pt","Liquido seminale","Nom","Coltura anaerobica","MICRO","","","Coltura anaerobi Microbiologia Presenza o Identità Punto nel tempo (episodio) Sperma;seme",""
"91062-0","Batteri","Prid","Pt","Piastrine^Unità prodotto sangue","Nom","Coltura anaerobica","MICRO","","","Coltura anaerobi Microbiologia Presenza o Identità Punto nel tempo (episodio) Trombociti Unità di prodotto sangue",""
"88683-8","Batteri","Prid","Pt","BAL","Nom","Coltura anaerobica","MICRO","","","Coltura anaerobi Lavaggio Bronco Alveolare Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"101421-6","Coronavirus umano NL63 RNA","PrThr","Pt","Campione da Sistema Respiratorio","Ord","Sonda.amp.tar","MICRO","","","Campione da Apparato Respiratorio HCoV Microbiologia Presenza o Soglia Punto nel tempo (episodio) Sonda con amplificazione Sonda con amplificazione del target Sonda di DNA",""
"10332-5","Cortisolo^pre 250 ug corticotropina IM","MCnc","Pt","Siero/Plasma","Qn","","PROVOCAZIONE","","","Concentrazione di Massa Plasma prima di 250 ug di corticotropina prima di 250 ug di corticotropina IM Punto nel tempo (episodio) Siero Siero o Plasma Test di provocazione",""
"10333-3","Osservazione","Asp","Pt","LCS","Nom","","CAMPIONE","","","Aspetto Caratteristiche campione Liquido cerebrospinale Punto nel tempo (episodio)",""
"10352-3","Batteri","Prid","Pt","Genitale","Nom","Coltura aerobica","MICRO","","","Coltura aerobi Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"10353-1","Batteri","Prid","Pt","Naso","Nom","Coltura aerobica","MICRO","","","Coltura aerobi Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"10354-9","Batteri","Prid","Pt","Uretra","Nom","Coltura","MICRO","","","Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"10390-3","Prodotto sangue, preparazione speciale","Tipo","Pt","^Unità prodotto sangue","Nom","","BANCA DEL SANGUE","","","Banca del sangue Preparazione speciale di prodotto sangue Punto nel tempo (episodio) Unità di prodotto sangue",""
"10391-1","Citomegalovirus, immunoglobulina, somministrato","Vol","Pt","^Paziente","Qn","","BANCA DEL SANGUE","","","Banca del sangue Immunoglobulina di citomegalovirus paziente Punto nel tempo (episodio) Volume",""
"1039-7","G, Ag","PrThr","Pt","RBC^Unità prodotto sangue","Ord","","BANCA DEL SANGUE","","","Banca del sangue Globuli rossi Presenza o Soglia Punto nel tempo (episodio) Unità di prodotto sangue",""
"10550-2","Temazepam","MCnc","Pt","Siero/Plasma","Qn","","FARMACOLOGIA/TOSSICOLOGIA","","","Concentrazione di Massa Livelli farmacologici e tossicologia Plasma Punto nel tempo (episodio) Siero Siero o Plasma",""
"1099-1","K p minuscola apice a Ab","PrThr","Pt","Siero/Plasma","Ord","","BANCA DEL SANGUE","","","anticorpo Banca del sangue Kp^a p Plasma Presenza o Soglia Punto nel tempo (episodio) Siero Siero o Plasma",""
"11101-3","Batteri","Naric","Pt","Liquido sinoviale","Qn","Microscopia.ottica.HPF","MICRO","","","Microbiologia Microscopia campo ad alto ingrandimento Microscopia ottica Numero Areico (per area) Punto nel tempo (episodio)",""
"11261-5","Batteri","Prid","Pt","Vaginale","Nom","Coltura aerobica","MICRO","","","Coltura aerobi Microbiologia Presenza o Identità Punto nel tempo (episodio) Vaginale",""
"11475-1","Microrganismo","Prid","Pt","XXX","Nom","Coltura","MICRO","","","Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"12178-0","Batteri","PrThr","Pt","Genitale","Ord","Preparazione umida","MICRO","","","Microbiologia Presenza o Soglia Punto nel tempo (episodio)",""
"12281-2","Batteri","Prid","Pt","Cvx","Nom","Coltura anaerobica","MICRO","","","Cervice uterina Coltura anaerobi Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"12814-0","Potassio","SCnc","Pt","Umore vitreo","Qn","","CHIM","","","Chimica Concentrazione di Sostanza Punto nel tempo (episodio) Umore vitreo",""
"13314-0","Batteri","Prid","Pt","Liquido seminale","Nom","","MICRO","","","Microbiologia Presenza o Identità Punto nel tempo (episodio) Sperma;seme",""
"13315-7","Batteri","Prid","24h","Urine","Nom","Coltura","MICRO","","","24 Ore Microbiologia Presenza o Identità",""
"14093-9","Batteri","Prid","Pt","Acqua","Nom","Coltura","MICRO","","","Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"14124-2","Batteri","PrThr","Pt","Liquido seminale","Ord","Microscopia.ottica","FERT","","","Fertilità Microscopia ottica Presenza o Soglia Punto nel tempo (episodio) Sperma;seme",""
"14172-1","Potassio","SCnc","Pt","Liquido sinoviale","Qn","","CHIM","","","Chimica Concentrazione di Sostanza Punto nel tempo (episodio)",""
"14320-6","Batteri","Prid","Pt","Urine","Nom","Coltura @1:100","MICRO","","","Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"14325-5","Batteri","Prid","Pt","XXX","Nom","Coltura ambientale","MICRO","","","Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"14394-1","Azoto ureico","MCnc","Pt","Liquido pleurico","Qn","","CHIM","","","Chimica Concentrazione di Massa Liquido pleurico Punto nel tempo (episodio)",""
"14396-6","Azoto ureico","MCnc","Pt","Liquido sinoviale","Qn","","CHIM","","","Chimica Concentrazione di Massa Punto nel tempo (episodio)",""
"14402-2","Creatinina","MCnc","Pt","Gast fld","Qn","","CHIM","","","Chimica Concentrazione di Massa Punto nel tempo (episodio) Succo gastrico",""
"14407-1","Fosfato","MCnc","Pt","Gast fld","Qn","","CHIM","","","Chimica Concentrazione di Massa Punto nel tempo (episodio) Succo gastrico",""
"14475-8","Batteri","Prid","Pt","Cvx","Nom","Coltura aerobica","MICRO","","","Cervice uterina Coltura aerobi Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"14477-4","Batteri","Prid","Pt","Uretra","Nom","Coltura aerobica","MICRO","","","Coltura aerobi Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"14478-2","Batteri","Prid","Pt","Pene","Nom","Coltura aerobica","MICRO","","","Coltura aerobi Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"15202-5","Potassio","SCnc","Pt","Feci","Qn","","CHIM","","","Chimica Concentrazione di Sostanza Punto nel tempo (episodio)",""
"15507-7","Progresso, nota","Osservazione","Pt","Pronto Soccorso","Doc","{Role}","DOC.ONTOLOGIA","","","Documentazione dell''ontologia Nota di progresso;Nota di miglioramento Osservazione Punto nel tempo (episodio) Ruolo non specificato",""
"15508-5","Travaglio e parto, registri","Osservazione","-","^Paziente","Doc","","DOC.MISC","","","Documentazione miscellanea Miscellanea Osservazione paziente",""
"17279-1","Batteri","Prid","Pt","Liquido pleurico","Nom","Coltura aerobica","MICRO","","","Coltura aerobi Liquido pleurico Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"17795-6","Potassio","SCnc","Pt","Alimentazione parenterale, soluzione","Qn","","CHIM","","","Chimica Concentrazione di Sostanza Punto nel tempo (episodio) Soluzione di alimentazione parenterale",""
"17898-8","Batteri","Prid","Pt","Gola","Nom","Coltura aerobica","MICRO","","","Coltura aerobi Gola Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"17909-3","Batteri","Prid","Pt","Ferita.profonda","Nom","Coltura aerobica","MICRO","","","Coltura aerobi Ferita profonda Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"17915-0","Batteri","Prid","Pt","Ferita.superficiale","Nom","Coltura aerobica","MICRO","","","Coltura aerobi Ferita superficiale Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"17925-9","Batteri","Prid","Pt","Ferita.profonda","Nom","Coltura anaerobica","MICRO","","","Coltura anaerobi Ferita profonda Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"17928-3","Batteri","Prid","Pt","Sangue","Nom","Coltura aerobica","MICRO","","","Coltura aerobi Microbiologia Presenza o Identità Punto nel tempo (episodio) Sangue",""
"17934-1","Batteri","Prid","Pt","Sangue","Nom","Coltura anaerobica","MICRO","","","Coltura anaerobi Microbiologia Presenza o Identità Punto nel tempo (episodio) Sangue",""
"17956-4","Batteri","Prid","Pt","Liquido corporeo","Nom","Coltura anaerobica","MICRO","","","Coltura anaerobi Liquido corporeo Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"17969-7","Batteri","Prid","Pt","Urine","Nom","Coltura aerobica","MICRO","","","Coltura aerobi Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"18192-5","Batteri","PrThr","Pt","Naso","Ord","Microscopia.ottica","MICRO","","","Microbiologia Microscopia ottica Presenza o Soglia Punto nel tempo (episodio)",""
"18372-3","Potassio","SRat","6h","Urine","Qn","","CHIM","","","6 Ore Chimica Tasso di sostanza",""
"19096-7","Elettroliti","Imp","24h","Urine","Nar","","CHIM","","","24 Ore Chimica Elettroliti - valenza singola Impressione/interpretazione di studio",""
"19126-2","Batteri","Prid","Pt","Mid oss","Nom","Coltura aerobica","MICRO","","","Coltura aerobi Microbiologia Midollo osseo Presenza o Identità Punto nel tempo (episodio)",""
"19127-0","Batteri","Prid","Pt","Espettorato","Nom","Distress respiratorio acuto, coltura","MICRO","","","Coltura virus della Sindrome da Distress Respirato Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"19128-8","Batteri","Prid","Pt","Punta del catetere","Nom","Coltura","MICRO","","","Microbiologia Presenza o Identità Punta del catetere Punto nel tempo (episodio)",""
"20474-3","Batteri","Prid","Pt","Tessuto","Nom","Biopsia, coltura","MICRO","","","Coltura di biopsia Microbiologia Presenza o Identità Punto nel tempo (episodio) Tessuto &amp; Strisci",""
"20693-8","Batteri","Prid","Pt","Rifiuti","Nom","Coltura aerobica","MICRO","","","Coltura aerobi Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"20694-6","Batteri","Prid","Pt","^embrione","Nom","Coltura aerobica","MICRO","","","Coltura aerobi Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"20695-3","Batteri","NCnc","Pt","Mmlk","Qn","","MICRO","","","Concentrazione Numerica Latte materno Microbiologia Punto nel tempo (episodio)",""
"20877-7","Batteri","Prid","Pt","Isolato","Nom","Inoculazione animale","MICRO","","","Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"20878-5","Batteri","Prid","Pt","Isolato","Nom","Coltura anaerobica","MICRO","","","Coltura anaerobi Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"20879-3","Batteri","Prid","Pt","Latte","Nom","Coltura aerobica","MICRO","","","Coltura aerobi Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"21020-3","Batteri","Prid","Pt","XXX","Nom","Coltura Anaerobica+Aerobica","MICRO","","","Coltura aerobi Coltura Anaerobi+Aerobi Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"21476-7","Potassio","SCnc","24h","Urine","Qn","","CHIM","","","24 Ore Chimica Concentrazione di Sostanza",""
"22760-3","Potassio","MCnc","Pt","Siero/Plasma","Qn","","CHIM","","","Chimica Concentrazione di Massa Plasma Punto nel tempo (episodio) Siero Siero o Plasma",""
"23667-9","Batteri","Prid","Pt","XXX","Nom","","MICRO","","","Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"25145-4","Batteri","PrThr","Pt","Urina, sedimento","Ord","Microscopia.ottica","ANALISI URINE","","","Analisi delle urine Microscopia ottica Presenza o Soglia Punto nel tempo (episodio) Sedimento urinario",""
"25506-7","Potassio","SCnt","Pt","Feci","Qn","","CHIM","","","Chimica Contenuto di Sostanza Punto nel tempo (episodio)",""
"27441-5","Potassio","SCnt","24h","Feci","Qn","","CHIM","","","24 Ore Chimica Contenuto di Sostanza",""
"2819-1","Potassio","SCnc","Pt","LCS","Qn","","CHIM","","","Chimica Concentrazione di Sostanza Liquido cerebrospinale Punto nel tempo (episodio)",""
"2820-9","Potassio","SCnc","Pt","Liquido di dialisi","Qn","","CHIM","","","Chimica Concentrazione di Sostanza Dialisato Punto nel tempo (episodio)",""
"2821-7","Potassio","SCnc","Pt","Liquido corporeo","Qn","","CHIM","","","Chimica Concentrazione di Sostanza Liquido corporeo Punto nel tempo (episodio)",""
"2822-5","Potassio","SCnc","Pt","Gast fld","Qn","","CHIM","","","Chimica Concentrazione di Sostanza Punto nel tempo (episodio) Succo gastrico",""
"2823-3","Potassio","SCnc","Pt","Siero/Plasma","Qn","","CHIM","","","Chimica Concentrazione di Sostanza Plasma Punto nel tempo (episodio) Siero Siero o Plasma",""
"2824-1","Potassio","SCnc","Pt","RBC","Qn","","CHIM","","","Chimica Concentrazione di Sostanza Globuli rossi Punto nel tempo (episodio)",""
"2825-8","Potassio","SCnc","Pt","Saliva","Qn","","CHIM","","","Chimica Concentrazione di Sostanza Punto nel tempo (episodio)",""
"2826-6","Potassio","SRat","72h","Feci","Qn","","CHIM","","","72 Ore Chimica Tasso di sostanza",""
"2827-4","Potassio","SCnc","Pt","Sudore","Qn","","CHIM","","","Chimica Concentrazione di Sostanza Punto nel tempo (episodio)",""
"2828-2","Potassio","SCnc","Pt","Urine","Qn","","CHIM","","","Chimica Concentrazione di Sostanza Punto nel tempo (episodio)",""
"2829-0","Potassio","SRat","24h","Urine","Qn","","CHIM","","","24 Ore Chimica Tasso di sostanza",""
"2830-8","Potassio Clearance renale","VRat","24h","Urina+Siero/Plasma","Qn","","CHIM","","","24 Ore Chimica Plasma Siero Siero o Plasma Tasso di Volume Urine &amp; Siero o Plasma",""
"30549-0","Potassio","SCnc","Pt","TPN","Qn","","CHIM","","","Chimica Concentrazione di Sostanza Nutrizione parenterale totale Punto nel tempo (episodio)",""
"3105-4","Urobilinogeno","PrThr","Pt","Feci","Ord","","CHIM","","","Chimica Presenza o Soglia Punto nel tempo (episodio)",""
"31157-1","Carbossiemoglobina","MCnc","Pt","Sangue","Qn","","CHIM","","","Chimica Concentrazione di Massa Punto nel tempo (episodio) Sangue",""
"31219-9","Afipia felis Ab.IgM","ACnc","Pt","Siero","Qn","","MICRO","","","Anticorpi IgM anticorpo Concentrazione Arbitraria Microbiologia Punto nel tempo (episodio) Siero",""
"31750-3","Orecchio interno bovino, Ag","PrThr","Pt","Siero/Plasma","Ord","","SIEROLOGIA","","","Plasma Presenza o Soglia Punto nel tempo (episodio) Siero Siero o Plasma Sierologia (anticorpi e la maggior parte degli ant",""
"105925-2","Batteri","Prid","Pt","Candida albicans+","Nom","Coltura aerobica","MICRO","","","Coltura aerobi Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"32336-0","Potassio","SCnc","Pt","XXX","Qn","","CHIM","","","Chimica Concentrazione di Sostanza Punto nel tempo (episodio)",""
"32355-0","Batteri","Prid","Pt","XXX","Nom","Coltura respiratoria","MICRO","","","Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"32367-5","Batteri","Prid","Pt","Isolato","Nom","Coltura aerobica","MICRO","","","Coltura aerobi Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"32550-6","Potassio","Sub","XXX","Urine","Qn","","CHIM","","","Chimica Non specificato Quantità di Sostanza",""
"32713-0","Potassio","SCnc","Pt","Sangue art","Qn","","CHIM","","","Chimica Concentrazione di Sostanza Punto nel tempo (episodio) Sangue arterioso",""
"32763-5","Batteri","PrThr","Pt","XXX","Ord","Preparazione umida","MICRO","","","Microbiologia Presenza o Soglia Punto nel tempo (episodio)",""
"32810-4","Batteri","Prid","Pt","Bronchiale","Nom","","MICRO","","","Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"33218-9","Batteri","Naric","Pt","Urina, sedimento","Qn","Conta automatica","ANALISI URINE","","","Analisi delle urine Numero Areico (per area) Punto nel tempo (episodio) Sedimento urinario",""
"105933-6","Batteri","Prid","Pt","Ferita chirurgica","Nom","Coltura anaerobica","MICRO","","","Coltura anaerobi Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"105924-5","Batteri","Prid","Pt","Ferita chirurgica","Nom","Coltura","MICRO","","","Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"34703-9","Epatite C, virus RNA","ACnc","Pt","Siero/Plasma","Qn","Sonda.amp.tar limite rilevamento = 500 IU/mL","MICRO","","","Concentrazione Arbitraria Microbiologia Plasma Punto nel tempo (episodio) Siero Siero o Plasma Sonda con amplificazione Sonda con amplificazione del target Sonda con limite di rilevamento dell''amplificazio Sonda di DNA Virus dell''epatite C",""
"35677-4","Potassio","SCnc","XXX","Urine","Qn","","CHIM","","","Chimica Concentrazione di Sostanza Non specificato",""
"36921-5","Herpes simplex virus 1+2 Ab.IgG","PrThr","Pt","Siero","Ord","","MICRO","","","anticorpi IgG anticorpo HSV HSV-1 HSV-1 &amp; 2 HSV-1+2 Microbiologia Presenza o Soglia Punto nel tempo (episodio) Siero",""
"38292-9","1,1-Dicloroetilene","MCnc","Pt","Acqua","Qn","","FARMACOLOGIA/TOSSICOLOGIA","","","Concentrazione di Massa Livelli farmacologici e tossicologia Punto nel tempo (episodio)",""
"39785-1","Potassio","SCnc","Pt","Liquido di dialisi peritoneale","Qn","","CHIM","","","Chimica Concentrazione di Sostanza Dialisato Liquido di dialisi peritoneale Punto nel tempo (episodio)",""
"39789-3","Potassio","SCnc","Pt","Sangue ven","Qn","","CHIM","","","Chimica Concentrazione di Sostanza Punto nel tempo (episodio) Sangue venoso",""
"39790-1","Potassio","SCnc","Pt","Sangue capill","Qn","","CHIM","","","Chimica Concentrazione di Sostanza Punto nel tempo (episodio) Sangue capillare",""
"41598-4","Batteri","PrThr","Pt","Liquido pericardico","Ord","Microscopia.ottica","MICRO","","","Liquido pericardico Microbiologia Microscopia ottica Presenza o Soglia Punto nel tempo (episodio)",""
"41599-2","Batteri","PrThr","Pt","Liquido corporeo","Ord","Microscopia.ottica","MICRO","","","Liquido corporeo Microbiologia Microscopia ottica Presenza o Soglia Punto nel tempo (episodio)",""
"41600-8","Batteri","PrThr","Pt","Liquido sinoviale","Ord","Microscopia.ottica","MICRO","","","Microbiologia Microscopia ottica Presenza o Soglia Punto nel tempo (episodio)",""
"41601-6","Batteri","PrThr","Pt","Liquido peritoneale","Ord","Microscopia.ottica","MICRO","","","Liquido peritoneale Microbiologia Microscopia ottica Presenza o Soglia Punto nel tempo (episodio)",""
"41602-4","Batteri","PrThr","Pt","LCS","Ord","Microscopia.ottica","MICRO","","","Liquido cerebrospinale Microbiologia Microscopia ottica Presenza o Soglia Punto nel tempo (episodio)",""
"41603-2","Batteri","PrThr","Pt","Liquido pleurico","Ord","Microscopia.ottica","MICRO","","","Liquido pleurico Microbiologia Microscopia ottica Presenza o Soglia Punto nel tempo (episodio)",""
"41656-0","Potassio","SCnc","Pt","Sangue ven mis","Qn","","CHIM","","","Chimica Concentrazione di Sostanza Punto nel tempo (episodio) Sangue venoso misto",""
"41741-0","Batteri","Prid","Pt","XXX","Nom","","MICRO","","","Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"42569-4","Potassio","MSCnc","Pt","Siero/Plasma","Qn","","CHIM","","","Chimica Concentrazione Sostanza o Massa Plasma Punto nel tempo (episodio) Siero Siero o Plasma",""
"42661-9","Batteri","Prid","Pt","Isolato","Nom","PFGE","MICRO","","","Elettroforesi su gel a campo pulsato (PFGE) Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"42803-7","Batteri","Prid","Pt","Isolato","Nom","","MICRO","","","Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"42806-0","Batteri","Prid","Pt","Isolato","Nom","","MICRO","","","Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"43161-9","Microrganismo","NCnc","Pt","XXX","Qn","Vitalità, conta","MICRO","","","Concentrazione Numerica Conta della vitalità Microbiologia Punto nel tempo (episodio)",""
"43214-6","Batteri","Prid","Pt","Nph","Nom","Coltura","MICRO","","","Microbiologia Presenza o Identità Punto nel tempo (episodio) Rinofaringe",""
"43307-8","Batteri","Prid","Pt","Seno","Nom","Coltura","MICRO","","","Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"43407-6","Batteri","Prid","Pt","Ferita.profonda","Nom","Coltura","MICRO","","","Ferita profonda Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"43408-4","Batteri","Prid","Pt","Tessuto","Nom","Coltura","MICRO","","","Microbiologia Presenza o Identità Punto nel tempo (episodio) Tessuto &amp; Strisci",""
"43409-2","Batteri","Prid","Pt","Isolato","Nom","Coltura","MICRO","","","Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"43410-0","Batteri","Prid","Pt","Cvx","Nom","Coltura","MICRO","","","Cervice uterina Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"43411-8","Batteri","Prid","Pt","Aspirato","Nom","Coltura","MICRO","","","Aspirato Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"43426-6","Batteri","Prid","Pt","Nph","Nom","Coltura aerobica","MICRO","","","Coltura aerobi Microbiologia Presenza o Identità Punto nel tempo (episodio) Rinofaringe",""
"43441-5","Batteri","Prid","Pt","BAL","Nom","Coltura aerobica","MICRO","","","Coltura aerobi Lavaggio Bronco Alveolare Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"43442-3","Batteri","Prid","Pt","Spazzola bronchiale","Nom","Coltura aerobica","MICRO","","","Coltura aerobi Microbiologia Presenza o Identità Punto nel tempo (episodio)",""
"44022-2","Batteri","PrThr","Pt","Cvx","Ord","Preparazione umida","MICRO","","","Cervice uterina Microbiologia Presenza o Soglia Punto nel tempo (episodio)",""
"44023-0","Batteri","PrThr","Pt","Vaginale","Ord","Preparazione umida","MICRO","","","Microbiologia Presenza o Soglia Punto nel tempo (episodio) Vaginale",""
"44038-8","Batteri","PrThr","Pt","XXX","Ord","","MICRO","","","Microbiologia Presenza o Soglia Punto nel tempo (episodio)",""
"44039-6","Batteri","PrThr","Pt","Occhio","Ord","Microscopia.ottica","MICRO","","","Microbiologia Microscopia ottica Presenza o Soglia Punto nel tempo (episodio)",""
