"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"25145-4","Bakterid","PrThr","Pt","U-sed","Ord","Valgusmikroskoopia","UA","","","Järgarvuline Juhuslik Uriin Uriini sade",""
"25506-7","Kaalium","SCnt","Pt","St","Qn","","CHEM","","","Ainehulga sisaldus Juhuslik Kvantitatiivne Roe",""
"27441-5","Kaalium","SCnt","24 tunni","St","Qn","","CHEM","","","Ainehulga sisaldus Kvantitatiivne Roe",""
"2819-1","Kaalium","SCnc","Pt","CSF","Qn","","CHEM","","","Aine kontsentratsioon Juhuslik Kvantitatiivne Liikvor",""
"2820-9","Kaalium","SCnc","Pt","DiaF","Qn","","CHEM","","","Aine kontsentratsioon Dialüüsivedelik Juhuslik Kvantitatiivne",""
"2821-7","Kaalium","SCnc","Pt","Fx","Qn","","CHEM","","","Aine kontsentratsioon Juhuslik Kehavedelik Kvantitatiivne",""
"2822-5","Kaalium","SCnc","Pt","GstF","Qn","","CHEM","","","Aine kontsentratsioon Juhuslik Kvantitatiivne Maomahl",""
"2823-3","Kaalium","SCnc","Pt","S/P","Qn","","CHEM","","","Aine kontsentratsioon Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"2824-1","Kaalium","SCnc","Pt","RBC","Qn","","CHEM","","","Aine kontsentratsioon Erütrotsüüdid Juhuslik Kvantitatiivne",""
"2825-8","Kaalium","SCnc","Pt","Sal","Qn","","CHEM","","","Aine kontsentratsioon Juhuslik Kvantitatiivne Sülg",""
"2826-6","Kaalium","SRat","72 tunni","St","Qn","","CHEM","","","Aine määr Kvantitatiivne Roe",""
"2827-4","Kaalium","SCnc","Pt","Sw","Qn","","CHEM","","","Aine kontsentratsioon Higi Juhuslik Kvantitatiivne",""
"2828-2","Kaalium","SCnc","Pt","U","Qn","","CHEM","","","Aine kontsentratsioon Juhuslik Kvantitatiivne Uriin",""
"2829-0","Kaalium","SRat","24 tunni","U","Qn","","CHEM","","","Aine määr Kvantitatiivne Uriin",""
"2830-8","Kaalium renaalne kliirens","VRat","24 tunni","U+S/P","Qn","","CHEM","","","Kvantitatiivne Mahu määr Plasma Seerum Seerum või plasma Uriin Uriin ja seerum või plasma",""
"3105-4","Urobilinogeen","PrThr","Pt","St","Ord","","CHEM","","","Järgarvuline Juhuslik Roe",""
"31157-1","Karboksühemoglobiin","MCnc","Pt","B","Qn","","CHEM","","","Juhuslik Kvantitatiivne Veri",""
"32336-0","Kaalium","SCnc","Pt","XXX","Qn","","CHEM","","","Aine kontsentratsioon Juhuslik Kvantitatiivne Täpsustamata materjal",""
"32550-6","Kaalium","Sub","XXX","U","Qn","","CHEM","","","Aine hulk Kvantitatiivne Täpsustamata Uriin",""
"32713-0","Kaalium","SCnc","Pt","aB","Qn","","CHEM","","","Aine kontsentratsioon Arteriaalne veri Juhuslik Kvantitatiivne",""
"32763-5","Bakterid","PrThr","Pt","XXX","Ord","Märg preparaat","MICRO","","","Järgarvuline Juhuslik Täpsustamata materjal",""
"35677-4","Kaalium","SCnc","XXX","U","Qn","","CHEM","","","Aine kontsentratsioon Kvantitatiivne Täpsustamata Uriin",""
"36921-5","Lihtherpesviiruse 1.ja 2. tüüp antikehad.IgG","PrThr","Pt","S","Ord","","MICRO","","","Immuunglobuliin G Järgarvuline Juhuslik Seerum",""
"38292-9","1,1-dikloroetüleen","MCnc","Pt","H2O","Qn","","DRUG/TOX","","","Juhuslik Kvantitatiivne Vesi",""
"39785-1","Kaalium","SCnc","Pt","DiaF","Qn","","CHEM","","","Aine kontsentratsioon Dialüüsivedelik Juhuslik Kvantitatiivne",""
"39789-3","Kaalium","SCnc","Pt","vB","Qn","","CHEM","","","Aine kontsentratsioon Juhuslik Kvantitatiivne Venoosne veri",""
"39790-1","Kaalium","SCnc","Pt","cB","Qn","","CHEM","","","Aine kontsentratsioon Juhuslik Kapillaarne veri Kvantitatiivne",""
"41598-4","Bakterid","PrThr","Pt","PrcF","Ord","Valgusmikroskoopia","MICRO","","","Järgarvuline Juhuslik Perikardivedelik",""
"41599-2","Bakterid","PrThr","Pt","Fx","Ord","Valgusmikroskoopia","MICRO","","","Järgarvuline Juhuslik Kehavedelik",""
"41600-8","Bakterid","PrThr","Pt","SynF","Ord","Valgusmikroskoopia","MICRO","","","Järgarvuline Juhuslik Liigesevedelik sünoviaalvedelik",""
"41601-6","Bakterid","PrThr","Pt","PrtF","Ord","Valgusmikroskoopia","MICRO","","","Järgarvuline Juhuslik Kõhuõõnevedelik",""
"41602-4","Bakterid","PrThr","Pt","CSF","Ord","Valgusmikroskoopia","MICRO","","","Järgarvuline Juhuslik Liikvor",""
"41603-2","Bakterid","PrThr","Pt","PlrF","Ord","Valgusmikroskoopia","MICRO","","","Järgarvuline Juhuslik Pleuravedelik",""
"41656-0","Kaalium","SCnc","Pt","mvB","Qn","","CHEM","","","Aine kontsentratsioon Juhuslik Kvantitatiivne Segunenud venoosne veri",""
"42569-4","Kaalium","MSCnc","Pt","S/P","Qn","","CHEM","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"44022-2","Bakterid","PrThr","Pt","Cx","Ord","Märg preparaat","MICRO","","","Emakakaelakanalikaabe Järgarvuline Juhuslik",""
"44023-0","Bakterid","PrThr","Pt","Vag","Ord","Märg preparaat","MICRO","","","Järgarvuline Juhuslik Tupekaabe",""
"44038-8","Bakterid","PrThr","Pt","XXX","Ord","","MICRO","","","Järgarvuline Juhuslik Täpsustamata materjal",""
"44039-6","Bakterid","PrThr","Pt","Eye","Ord","Valgusmikroskoopia","MICRO","","","Järgarvuline Juhuslik Silmamaterjal",""
"49788-3","Kaalium","SCnc","Pt","AmnF","Qn","","CHEM","","","Aine kontsentratsioon Amnionivedelik Juhuslik Kvantitatiivne",""
"49789-1","Kaalium","SCnc","Pt","PrtF","Qn","","CHEM","","","Aine kontsentratsioon Juhuslik Kõhuõõnevedelik Kvantitatiivne",""
"50221-1","Bakterid","PrThr","Pt","U","Ord","Automaatne","UA","","","Järgarvuline Juhuslik Uriin",""
"50902-6","Kaalium","SCnt","Pt","Hair","Qn","","CHEM","","","Ainehulga sisaldus Juhuslik Juuksed Kvantitatiivne",""
"51480-2","Bakterid","NCnc","Pt","U","Qn","Automaatloendus","UA","","","Juhuslik Kvantitatiivne Uriin",""
"51720-1","Kaalium","MRat","24 tunni","U","Qn","","CHEM","","","Kvantitatiivne Uriin",""
"53123-6","Kaalium","SRat","1 tund","U","Qn","","CHEM","","","Aine määr Kvantitatiivne Uriin",""
"57355-0","Kaalium","SCnc","12 tundi","U","Qn","","CHEM","","","Aine kontsentratsioon Kvantitatiivne Uriin",""
"57379-0","Kaalium","SCnc","2 tunni","U","Qn","","CHEM","","","Aine kontsentratsioon Kvantitatiivne Uriin",""
"57380-8","Kaalium","SRat","12 tundi","U","Qn","","CHEM","","","Aine määr Kvantitatiivne Uriin",""
"59162-8","Kaalium","SCnc","24 tunni","St","Qn","","CHEM","","","Aine kontsentratsioon Kvantitatiivne Roe",""
"5927-9","Kaalium","SCnc","Pt","DiaF","Qn","","CHEM","","","Aine kontsentratsioon Dialüüsivedelik Juhuslik Kvantitatiivne",""
"59733-6","Kaalium","MCnt","Pt","Tis","Qn","","DRUG/TOX","","","Juhuslik Kude Kvantitatiivne",""
"60218-5","Kaalium","SCnc","Pt","Mi","Qn","","CHEM","","","Aine kontsentratsioon Juhuslik Kvantitatiivne Rinnapiim",""
"90444-1","Dietüülpropioon","MCnc","Pt","S/P/B","Qn","Kinnitav","DRUG/TOX","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma Seerum või plasma või veri Veri",""
"6298-4","Kaalium","SCnc","Pt","B","Qn","","CHEM","","","Aine kontsentratsioon Juhuslik Kvantitatiivne Veri",""
"6792-6","Kaalium","SRat","24 tunni","St","Qn","","CHEM","","","Aine määr Kvantitatiivne Roe",""
"6940-1","Kaalium","SRat","XXX","St","Qn","","CHEM","","","Aine määr Kvantitatiivne Roe Täpsustamata",""
"75940-7","Kaalium","MCnc","Pt","B","Qn","","CHEM","","","Juhuslik Kvantitatiivne Veri",""
"77142-8","Kaalium","SCnc","Pt","S/P/B","Qn","","CHEM","","","Aine kontsentratsioon Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma Seerum või plasma või veri Veri",""
"79710-0","Kaalium","MCnt","Pt","Hair","Qn","","CHEM","","","Juhuslik Juuksed Kvantitatiivne",""
"82722-0","Kaalium","MCnc","Pt","RBC","Qn","","CHEM","","","Erütrotsüüdid Juhuslik Kvantitatiivne",""
"87454-5","Kaalium","MCnc","Pt","XXX","Qn","","CHEM","","","Juhuslik Kvantitatiivne Täpsustamata materjal",""
"87455-2","Kaalium","MCnt","Pt","XXX","Qn","","CHEM","","","Juhuslik Kvantitatiivne Täpsustamata materjal",""
"87829-8","Bakterid","PrThr","Pt","U","Ord","","UA","","","Järgarvuline Juhuslik Uriin",""
"9482-1","Kaalium","MCnc","Pt","H2O","Qn","","CHEM","","","Juhuslik Kvantitatiivne Vesi",""
"99932-6","Bakterid","PrThr","Pt","Fx","Ord","Automaatne","MICRO","","","Järgarvuline Juhuslik Kehavedelik",""
"94841-4","Kaalium","SCnc","Pt","U^loode","Qn","","CHEM","","","Aine kontsentratsioon Juhuslik Kvantitatiivne Uriin",""
"104597-0","Glükoos","MCnc","Pt","vB","Qn","Glükomeeter","CHEM","","","Juhuslik Kvantitatiivne Venoosne veri",""
"105610-0","Bakterid","NCnc","Pt","BalF","Qn","Kultuur","MICRO","","","Juhuslik Kvantitatiivne",""
"105907-0","Bakterid","NCnc","Pt","U","Qn","","UA","","","Juhuslik Kvantitatiivne Uriin",""
"106018-5","Bakterid","NCnc","Pt","Sem","Qn","Kultuur","MICRO","","","Juhuslik Kvantitatiivne Sperma",""
"95084-0","C-peptiid^2 tundi pärast sööki","MCnc","Pt","S/P","Qn","","CHAL","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"100906-7","Bakterid","NCnc","Pt","U","Qn","Kultuur","MICRO","","","Juhuslik Kvantitatiivne Uriin",""
"105052-5","Bakterid","PrThr","Pt","U-sed","Ord","Mikroskoopia","MICRO","","","Järgarvuline Juhuslik Uriin Uriini sade",""
"95095-6","Glükagoon^2 tundi pärast sööki","MCnc","Pt","S/P","Qn","","CHAL","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
