"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"19128-8","Bakterien","Nachweis oder Identität","Zeitpunkt","Katheterspitze","Nominal","Kultur","Mikrobiologie","","Bakterien identifiziert in Katheterspitze mittels Kultur","",""
"22760-3","Kalium","Massenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Kalium [Masse/Volumen] in Serum oder Plasma","",""
"17898-8","Bakterien","Nachweis oder Identität","Zeitpunkt","Rachen","Nominal","Aerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Probenmaterial vom Rachen mittels aerober Kultur","",""
"18192-5","Bakterien","Nachweis oder Schwellenwert","Zeitpunkt","Nase","Ordinal","Mikroskopie.Licht","Mikrobiologie","","Bakterien [Nachweis] in Probenmaterial von der Nase mittels Lichtmikroskopie","",""
"25145-4","Bakterien","Nachweis oder Schwellenwert","Zeitpunkt","Urinsediment","Ordinal","Mikroskopie.Licht","Urinanalyse","","Bakterien [Nachweis] in Urinsediment mittels Lichtmikroskopie","",""
"20693-8","Bakterien","Nachweis oder Identität","Zeitpunkt","Abfall","Nominal","Aerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Abfall mittels aerober Kultur","",""
"17928-3","Bakterien","Nachweis oder Identität","Zeitpunkt","Blut","Nominal","Aerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Blut mittels aerober Kultur","",""
"620-5","Bakterien","Nachweis oder Identität","Zeitpunkt","Haut","Nominal","Aerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Haut mittels aerober Kultur","",""
"6298-4","Kalium","Stoffmengenkonzentration","Zeitpunkt","Blut","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Kalium [Mol/Volumen] in Blut","",""
"610-6","Bakterien","Nachweis oder Identität","Zeitpunkt","Körperflüssigkeit","Nominal","Aerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Körperflüssigkeit mittels aerober Kultur","",""
"630-4","Bakterien","Nachweis oder Identität","Zeitpunkt","Urin","Nominal","Kultur","Mikrobiologie","","Bakterien identifiziert in Urin mittels Kultur","",""
"632-0","Bakterien","Nachweis oder Identität","Zeitpunkt","Wunde","Nominal","Aerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Probenmaterial einer Wunde mittels aerober Kultur","",""
"622-1","Bakterien","Nachweis oder Identität","Zeitpunkt","Sputum","Nominal","Aerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Sputum mittels aerober Kultur","",""
"607-2","Bakterien","Nachweis oder Identität","Zeitpunkt","Drainageflüssigkeit","Nominal","Aerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Drainageflüssigkeit mittels aerober Kultur","",""
"608-0","Bakterien","Nachweis oder Identität","Zeitpunkt","Ohr","Nominal","Aerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Probenmaterial von den Ohren mittels aerober Kultur","",""
"50902-6","Kalium","Stoffmengengehalt","Zeitpunkt","Haar(e)","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Kalium [Mol/Masse] in Haar(en)","",""
"25506-7","Kalium","Stoffmengengehalt","Zeitpunkt","Stuhl","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Kalium [Mol/Masse] in Stuhl","",""
"31157-1","Carboxyhämoglobin","Massenkonzentration","Zeitpunkt","Blut","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Carboxyhämoglobin [Masse/Volumen] in Blut","COHb; CO-Hemoglobin",""
"41600-8","Bakterien","Nachweis oder Schwellenwert","Zeitpunkt","Synovialflüssigkeit","Ordinal","Mikroskopie.Licht","Mikrobiologie","","Bakterien [Nachweis] in Synovialflüssigkeit mittels Lichtmikroskopie","Gelenksflüssigkeit",""
"36921-5","Herpes-simplex-Virus Typ 1+2 Ak.IgG","Nachweis oder Schwellenwert","Zeitpunkt","Serum","Ordinal","","Mikrobiologie","","Herpes-simplex-Virus Typ 1+2 IgG-Antikörper [Nachweis] in Serum","HSV",""
"10333-3","Beobachtung","Aussehen","Zeitpunkt","Liquor","Nominal","","Probenmaterialinformationen","","Aussehen des Liquors","Zerebrospinalflüssigkeit",""
"10353-1","Bakterien","Nachweis oder Identität","Zeitpunkt","Nase","Nominal","Aerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Probenmaterial von der Nase mittels aerober Kultur","",""
"10352-3","Bakterien","Nachweis oder Identität","Zeitpunkt","Genitaltrakt","Nominal","Aerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Probenmaterial vom Genitaltrakt mittels aerober Kultur","",""
"10354-9","Bakterien","Nachweis oder Identität","Zeitpunkt","Urethra","Nominal","Kultur","Mikrobiologie","","Bakterien identifiziert in Harnröhre mittels Kultur","",""
"33218-9","Bakterien","Anzahl pro Fläche","Zeitpunkt","Urinsediment","Quantitativ","Automatisierte Zählung","Urinanalyse","","Bakterien [#/Fläche] in Urinsediment mittels automatisierter Zählung","",""
"92253-4","Mikroorganismus","Nachweis oder Identität","Zeitpunkt","Isolat oder Probenmaterial","Nominal","Molekulargenetisch","Mikrobiologie","","Mikroorganismus identifiziert in Isolat oder Probenmaterial mittels Molekulargenetik","",""
"34703-9","Hepatitis-C-Virus RNA","Arbiträre Konzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","Zielfragmentamplifikation Nachweisgrenze = 500 IU/ml","Mikrobiologie","","Hepatitis-C-Virus RNA [Einheiten/Volumen] (Viruslast) in Serum oder Plasma mittels Zielfragmentamplifikation Nachweisgrenze = 500 IU/ml","Hepacivirus C; HCV",""
"75756-7","Bakterien","Nachweis oder Identität","Zeitpunkt","Isolat","Nominal","MS.MALDI-TOF","Mikrobiologie","","Bakterien identifiziert in Isolat mittels MS.MALDI-TOF","Matrix-assisted laser desorption/ionization - Time-of-Flight-Massenspektrometrie",""
"95675-5","Gelbfieber-Virus Ak.IgG","Nachweis oder Schwellenwert","Zeitpunkt","XXX","Ordinal","Immunoassay","Mikrobiologie","","Gelbfieber-Virus IgG-Antikörper [Nachweis] in Probenmaterial mittels Immunoassay","",""
"102896-8","Blatta orientalis Ak.IgE","Nachweis oder Schwellenwert","Zeitpunkt","Serum","Semiquantitativ","Radio-Allergo-Sorbent-Test (RAST)","Allergie","","Blatta orientalis IgE-Antikörper [Nachweis] in Serum mittels Radio-Allergo-Sorbent-Test (RAST)","",""
"23667-9","Bakterien","Nachweis oder Identität","Zeitpunkt","XXX","Nominal","","Mikrobiologie","","Bakterien identifiziert in Probenmaterial","",""
"54443-7","Echovirus 2 Ak","Titer","Zeitpunkt","Serum","Semiquantitativ","","Mikrobiologie","","Echovirus 2 Antikörper [Titer] in Serum","",""
"6462-6","Bakterien","Nachweis oder Identität","Zeitpunkt","Wunde","Nominal","Kultur","Mikrobiologie","","Bakterien identifiziert in Probenmaterial einer Wunde mittels Kultur","",""
"12281-2","Bakterien","Nachweis oder Identität","Zeitpunkt","Zervix","Nominal","Anaerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Probenmaterial vom Gebärmutterhals mittels anaerober Kultur","",""
"2820-9","Kalium","Stoffmengenkonzentration","Zeitpunkt","Dialysat","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Kalium [Mol/Volumen] in Dialysat","",""
"2819-1","Kalium","Stoffmengenkonzentration","Zeitpunkt","Liquor","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Kalium [Mol/Volumen] in Liquor","Zerebrospinalflüssigkeit",""
"12814-0","Kalium","Stoffmengenkonzentration","Zeitpunkt","Glaskörperflüssigkeit","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Kalium [Mol/Volumen] in Glaskörperflüssigkeit","",""
"13315-7","Bakterien","Nachweis oder Identität","24 Stunden","Urin","Nominal","Kultur","Mikrobiologie","","Bakterien identifiziert in 24-Stunden-Sammelurin mittels Kultur","",""
"595-9","Bakterien","Nachweis oder Identität","Zeitpunkt","Abszess","Nominal","Aerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Abszess mittels aerober Kultur","",""
"27441-5","Kalium","Stoffmengengehalt","24 Stunden","Stuhl","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Kalium [Mol/Masse] in 24-Stunden-Stuhl","",""
"2823-3","Kalium","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Kalium [Mol/Volumen] in Serum oder Plasma","",""
"2827-4","Kalium","Stoffmengenkonzentration","Zeitpunkt","Schweiß","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Kalium [Mol/Volumen] in Schweiß","",""
"2829-0","Kalium","Stoffmengenrate","24 Stunden","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Kalium [Mol/Zeit] in 24-Stunden-Sammelurin","",""
"2828-2","Kalium","Stoffmengenkonzentration","Zeitpunkt","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Kalium [Mol/Volumen] in Urin","",""
"2824-1","Kalium","Stoffmengenkonzentration","Zeitpunkt","Erythrozyten","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Kalium [Mol/Volumen] in Erythrozyten","RBC",""
"3105-4","Urobilinogen","Nachweis oder Schwellenwert","Zeitpunkt","Stuhl","Ordinal","","Klinische Chemie (keine Funktionstests)","","Urobilinogen [Nachweis] in Stuhl","",""
"32367-5","Bakterien","Nachweis oder Identität","Zeitpunkt","Isolat","Nominal","Aerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Isolat mittels aerober Kultur","",""
"32336-0","Kalium","Stoffmengenkonzentration","Zeitpunkt","XXX","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Kalium [Mol/Volumen] in Probenmaterial","",""
"32713-0","Kalium","Stoffmengenkonzentration","Zeitpunkt","Blut arteriell","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Kalium [Mol/Volumen] in arteriellem Blut","",""
"39785-1","Kalium","Stoffmengenkonzentration","Zeitpunkt","Peritonealdialysat","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Kalium [Mol/Volumen] in Peritonealdialysat","",""
"39789-3","Kalium","Stoffmengenkonzentration","Zeitpunkt","Blut venös","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Kalium [Mol/Volumen] in venösem Blut","",""
"39790-1","Kalium","Stoffmengenkonzentration","Zeitpunkt","Blut kapillar","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Kalium [Mol/Volumen] in Kapillarblut","",""
"41602-4","Bakterien","Nachweis oder Schwellenwert","Zeitpunkt","Liquor","Ordinal","Mikroskopie.Licht","Mikrobiologie","","Bakterien [Nachweis] in Liquor mittels Lichtmikroskopie","Zerebrospinalflüssigkeit",""
"41601-6","Bakterien","Nachweis oder Schwellenwert","Zeitpunkt","Peritonealflüssigkeit","Ordinal","Mikroskopie.Licht","Mikrobiologie","","Bakterien [Nachweis] in Peritonealflüssigkeit mittels Lichtmikroskopie","",""
"41656-0","Kalium","Stoffmengenkonzentration","Zeitpunkt","Blut gemischt-venös","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Kalium [Mol/Volumen] in gemischt-venösem Blut","",""
"42803-7","Bakterien","Nachweis oder Identität","Zeitpunkt","Isolat","Nominal","","Mikrobiologie","","Bakterien identifiziert in Isolat","",""
"43214-6","Bakterien","Nachweis oder Identität","Zeitpunkt","Nasopharynx","Nominal","Kultur","Mikrobiologie","","Bakterien identifiziert in Probenmaterial vom Nasopharynx mittels Kultur","",""
"44243-4","Bakterien","Anzahl pro Fläche","Zeitpunkt","Vaginalflüssigkeit","Quantitativ","Feuchtes Nativpräparat","Mikrobiologie","","Bakterien [#/Fläche] in Vaginalflüssigkeit mittels feuchter Nativpräparation","",""
"49789-1","Kalium","Stoffmengenkonzentration","Zeitpunkt","Peritonealflüssigkeit","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Kalium [Mol/Volumen] in Peritonealflüssigkeit","",""
"50221-1","Bakterien","Nachweis oder Schwellenwert","Zeitpunkt","Urin","Ordinal","Automatisiert","Urinanalyse","","Bakterien [Nachweis] in Urin, automatisiert","",""
"51480-2","Bakterien","Anzahl pro Volumen","Zeitpunkt","Urin","Quantitativ","Automatisierte Zählung","Urinanalyse","","Bakterien [#/Volumen] in Urin mittels automatisierter Zählung","",""
"51720-1","Kalium","Massenrate","24 Stunden","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Kalium [Masse/Zeit] in 24-Stunden-Sammelurin","",""
"52966-9","Bakterien","Nachweis oder Identität","Zeitpunkt","Anal","Nominal","Kultur","Mikrobiologie","","Bakterien identifiziert in analem Probenmaterial mittels Kultur","",""
"53558-3","Bakterien","Nachweis oder Identität","Zeitpunkt","Sperma","Nominal","Kultur","Mikrobiologie","","Bakterien identifiziert in Sperma mittels Kultur","",""
"54148-2","Autoantikörper","Interpretation","Zeitpunkt","Serum","Freitext","Immunfluoreszenztest Hep2-Substrat","Serologie (v.a. Autoimmundiagnostik)","","Autoantikörper [Interpretation] in Serum mittels Immunfluoreszenztest mit Hep2-Substrat - Freitext","",""
"5769-5","Bakterien","Anzahl pro Fläche","Zeitpunkt","Urinsediment","Quantitativ","Mikroskopie.Licht.hohe Vergrößerung","Urinanalyse","","Bakterien [#/Fläche] in Urinsediment mittels Lichtmikroskopie, hohe Vergrösserung","",""
"600-7","Bakterien","Nachweis oder Identität","Zeitpunkt","Blut","Nominal","Kultur","Mikrobiologie","","Bakterien identifiziert in Blut mittels Kultur","",""
"604-9","Bakterien","Nachweis oder Identität","Zeitpunkt","Bronchialtrakt","Nominal","Aerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Probenmaterial vom Bronchialtrakt mittels aerober Kultur","",""
"596-7","Bakterien","Nachweis oder Identität","Zeitpunkt","Amnionflüssigkeit","Nominal","Kultur","Mikrobiologie","","Bakterien identifiziert in Amnionflüssigkeit mittels Kultur","",""
"597-5","Bakterien","Nachweis oder Identität","Zeitpunkt","Aspirat","Nominal","Aerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Aspirat mittels aerober Kultur","",""
"598-3","Bakterien","Nachweis oder Identität","Zeitpunkt","Aspirat","Nominal","Anaerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Aspirat mittels anaerober Kultur","",""
"602-3","Bakterien","Nachweis oder Identität","Zeitpunkt","Knochen","Nominal","Aerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Probenmaterial von Knochen mittels aerober Kultur","",""
"609-8","Bakterien","Nachweis oder Identität","Zeitpunkt","Auge","Nominal","Aerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Probenmaterial vom Auge mittels aerober Kultur","",""
"606-4","Bakterien","Nachweis oder Identität","Zeitpunkt","Liquor","Nominal","Kultur","Mikrobiologie","","Bakterien identifiziert in Liquor mittels Kultur","Zerebrospinalflüssigkeit",""
"625-4","Bakterien","Nachweis oder Identität","Zeitpunkt","Stuhl","Nominal","Kultur","Mikrobiologie","","Bakterien identifiziert in Stuhl mittels Kultur","",""
"626-2","Bakterien","Nachweis oder Identität","Zeitpunkt","Rachen","Nominal","Kultur","Mikrobiologie","","Bakterien identifiziert in Probenmaterial vom Rachen mittels Kultur","",""
"634-6","Bakterien","Nachweis oder Identität","Zeitpunkt","XXX","Nominal","Aerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Probenmaterial mittels aerober Kultur","",""
"635-3","Bakterien","Nachweis oder Identität","Zeitpunkt","XXX","Nominal","Anaerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Probenmaterial mittels anaerober Kultur","",""
"6460-0","Bakterien","Nachweis oder Identität","Zeitpunkt","Sputum","Nominal","Kultur","Mikrobiologie","","Bakterien identifiziert in Sputum mittels Kultur","",""
"6463-4","Bakterien","Nachweis oder Identität","Zeitpunkt","XXX","Nominal","Kultur","Mikrobiologie","","Bakterien identifiziert in Probenmaterial mittels Kultur","",""
"605-6","Bakterien","Nachweis oder Identität","Zeitpunkt","Kanülen-Probenmaterial","Nominal","Aerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Kanülen-Probenmaterial mittels aerober Kultur","",""
"617-1","Bakterien","Nachweis oder Identität","Zeitpunkt","Plazenta","Nominal","Aerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Probenmaterial von der Plazenta mittels aerober Kultur","",""
"633-8","Bakterien","Nachweis oder Identität","Zeitpunkt","Wunde","Nominal","Anaerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Probenmaterial einer Wunde mittels anaerober Kultur","",""
"75940-7","Kalium","Massenkonzentration","Zeitpunkt","Blut","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Kalium [Masse/Volumen] in Blut","",""
"9822-8","Bakterien","Nachweis oder Identität","Zeitpunkt","Dialysat","Nominal","Kultur","Mikrobiologie","","Bakterien identifiziert in Dialysat mittels Kultur","",""
"11261-5","Bakterien","Nachweis oder Identität","Zeitpunkt","Vaginalflüssigkeit","Nominal","Aerobe Kultur","Mikrobiologie","","Bakterien identifiziert in Vaginalflüssigkeit mittels aerober Kultur","",""
