"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"105610-0","细菌","计数型浓度","时间点","支气管肺泡灌洗液","定量型","培养","微生物学试验类","","","单位体积内的数量或计数;数量型浓度(单位体积);数量或计数型浓度(计数/体积);数量或计数型浓度(单位体积);计数型浓度(单位体积) 可用数量表示的;定量性;数值型;数量型;连续数值型标尺 培养方法 微生物学;微生物学试验;微生物学试验（培养、DNA、抗原及抗体） 支气管肺泡洗液 时刻;随机;随意;瞬间 细菌类;菌",""
"106018-5","细菌","计数型浓度","时间点","精液","定量型","培养","微生物学试验类","","","一次射出的精液;射精 单位体积内的数量或计数;数量型浓度(单位体积);数量或计数型浓度(计数/体积);数量或计数型浓度(单位体积);计数型浓度(单位体积) 可用数量表示的;定量性;数值型;数量型;连续数值型标尺 培养方法 微生物学;微生物学试验;微生物学试验（培养、DNA、抗原及抗体） 时刻;随机;随意;瞬间 细菌类;菌",""
"105917-9","细菌","存在与否或特征标识","时间点","支气管肺泡灌洗液","名义型","培养","微生物学试验类","","","分类型应答;分类型结果;名义性;名称型;名词型;名词性;标称性;没有自然次序的名义型或分类型应答 培养方法 存在;存在与否;特征标识;身份;身份标识 微生物学;微生物学试验;微生物学试验（培养、DNA、抗原及抗体） 支气管肺泡洗液 时刻;随机;随意;瞬间 细菌类;菌",""
"105908-8","细菌","单位面积数量或计数","时间点","尿沉渣","定量型","","尿液分析类","","","单位面积的数量;单位面积的计数;计数/数量 可用数量表示的;定量性;数值型;数量型;连续数值型标尺 尿;小便;下泉 尿液分析;尿液分析检测;尿液分析检测类;尿液分析检验;尿液分析检验类;尿液分析检验项目类;尿液分析测试;尿液分析测试类 尿液沉渣 时刻;随机;随意;瞬间 细菌类;菌",""
"105932-8","细菌","存在与否或特征标识","时间点","支气管来源的标本","名义型","培养","微生物学试验类","","","分类型应答;分类型结果;名义性;名称型;名词型;名词性;标称性;没有自然次序的名义型或分类型应答 培养方法 存在;存在与否;特征标识;身份;身份标识 微生物学;微生物学试验;微生物学试验（培养、DNA、抗原及抗体） 支气管来源 时刻;随机;随意;瞬间 细菌类;菌",""
"10332-5","皮质醇^在肌肉注射250 ug促肾上腺皮质激素之前","质量浓度","时间点","血清/血浆","定量型","","刺激耐受类检测","","","17-羟皮质甾酮;17-羟皮质酮;化合物 F;可的索;氢化可的松;皮质甾醇;考的索 ACTH ACTH;亲皮质素;促皮质素 ug XXX刺激 - 在...之前 μg 之前于250 ug 促肾上腺皮质激素 IM;之前于肌肉注射250 ug促肾上腺皮质激素;之前于肌肉注射250微克促肾上腺皮质激素;在250 ug 促肾上腺皮质激素 IM之前;在肌肉注射250微克促肾上腺皮质激素之前 之前于给予250 ug促肾上腺皮质激素;之前于给予250微克促肾上腺皮质激素;在给予250微克促肾上腺皮质激素之前 可用数量表示的;定量性;数值型;数量型;连续数值型标尺 时刻;随机;随意;瞬间 水平;浓度;质量浓度(单位体积) 血清或血浆",""
"10333-3","观察","外观","时间点","脑脊液","名义型","","标本信息类","","","CSF CSF;脊髓液;Cerebral spinal fluid;脑脊髓液 分类型应答;分类型结果;名义性;名称型;名词型;名词性;标称性;没有自然次序的名义型或分类型应答 外表;外貌;神色 时刻;随机;随意;瞬间 标本;标本信息;标本类 脊液 脊髓液 脑脊液（Cerebral spinal fluid，CSF） 脑脊髓液 观测",""
"10352-3","细菌","存在与否或特征标识","时间点","生殖器","名义型","需氧微生物培养","微生物学试验类","","","分类型应答;分类型结果;名义性;名称型;名词型;名词性;标称性;没有自然次序的名义型或分类型应答 培养方法 外生殖器;尿生殖;泌尿和生殖系统;泌尿生殖;泌尿生殖器;生殖器(多用于指男性的外生殖器);生殖器官;生殖道;男生殖器 好氧微生物培养;需气培养;需氧培养;需氧菌培养 存在;存在与否;特征标识;身份;身份标识 微生物学;微生物学试验;微生物学试验（培养、DNA、抗原及抗体） 时刻;随机;随意;瞬间 细菌类;菌",""
"10353-1","细菌","存在与否或特征标识","时间点","鼻","名义型","需氧微生物培养","微生物学试验类","","","分类型应答;分类型结果;名义性;名称型;名词型;名词性;标称性;没有自然次序的名义型或分类型应答 培养方法 好氧微生物培养;需气培养;需氧培养;需氧菌培养 存在;存在与否;特征标识;身份;身份标识 微生物学;微生物学试验;微生物学试验（培养、DNA、抗原及抗体） 时刻;随机;随意;瞬间 细菌类;菌 鼻部",""
"10354-9","细菌","存在与否或特征标识","时间点","尿道","名义型","培养","微生物学试验类","","","分类型应答;分类型结果;名义性;名称型;名词型;名词性;标称性;没有自然次序的名义型或分类型应答 培养方法 存在;存在与否;特征标识;身份;身份标识 微生物学;微生物学试验;微生物学试验（培养、DNA、抗原及抗体） 时刻;随机;随意;瞬间 细菌类;菌",""
"10390-3","血液制品特殊制备","类型","时间点","^血液制品单位","名义型","","血库试验类","","","BPU;血液制品单位（Blood product unit，BPU）;血液制品单位（包装）;血液包装单位;超系统 - 血液制品单位 准备 准备工作 分类型应答;分类型结果;名义性;名称型;名词型;名词性;标称性;没有自然次序的名义型或分类型应答 制剂 制备 前处理 型 时刻;随机;随意;瞬间 标本 血;全血 血库;血库检验;血库检验类;血库检验项目;血库检验项目类;血库类;血库试验;血库试验项目;血库试验项目类 血液制剂;血制品 血液制品特别制备;血液制品特殊准备 配制 预先加工 预加工 预备",""
"10391-1","巨细胞病毒免疫球蛋白 给予的","体积型属性","时间点","^患者","定量型","","血库试验类","","","CMV Ig;CMV 免疫球蛋白;细胞巨化病毒免疫球蛋白;细胞肥大病毒免疫球蛋白 CMV;涎腺病毒;细胞巨化病毒;细胞肥大病毒 丙种球蛋白;球朊;血球素 体积;容积;容量 医疗服务对象;客户;病人;病患;病号;超系统 - 病人 可用数量表示的;定量性;数值型;数量型;连续数值型标尺 指定的;特定的;给定的 时刻;随机;随意;瞬间 血库;血库检验;血库检验类;血库检验项目;血库检验项目类;血库类;血库试验;血库试验项目;血库试验项目类 血液制品 - 免疫球蛋白",""
"1039-7","G 抗原","存在情况或阈值","时间点","红细胞^血液制品单位","序数型","","血库试验类","","","Ag BPU;血液制品单位（Blood product unit，BPU）;血液制品单位（包装）;血液包装单位;超系统 - 血液制品单位 G 型 G 型抗原 RBC;RBCS;红血球;红血细胞;赤血球 RBC^BPU RBC^血液制品单位 依次型;分类顺序型;定性的;序数型（或称等级型）;性质上的;有序型;有序性分类应答;有序性分类结果;秩次型;等级型;筛查;顺序型 存在情况;存在;存在与否;是否存在;阈值;界值;界限;阀值;临界值;存在情况（存在、存在与否、是否存在）或阈值（界值、界限、阀值、临界值） 时刻;随机;随意;瞬间 红细胞^BPU 血库;血库检验;血库检验类;血库检验项目;血库检验项目类;血库类;血库试验;血库试验项目;血库试验项目类",""
"10550-2","羟基安定","质量浓度","时间点","血清/血浆","定量型","","药物/毒理学试验类","","","双香豆素;替马西泮 可用数量表示的;定量性;数值型;数量型;连续数值型标尺 时刻;随机;随意;瞬间 毒品 毒品类 水平;浓度;质量浓度(单位体积) 药品类 药物 药物/毒理学;药物/毒理学试验;药物毒理学试验;药物毒理学试验类 药物类 血清或血浆",""
"1099-1","Kp^a 抗体","存在情况或阈值","时间点","血清/血浆","序数型","","血库试验类","","","A 型 A 型抗体 Ab;自身抗体 K little p super little a 型抗体 K little p super little a 抗体 K little p super little a;K little p super little a 型;Kp^a 型 K 型 Kp^a 型抗体 little p;little p 型;p 型 P 型 依次型;分类顺序型;定性的;序数型（或称等级型）;性质上的;有序型;有序性分类应答;有序性分类结果;秩次型;等级型;筛查;顺序型 存在情况;存在;存在与否;是否存在;阈值;界值;界限;阀值;临界值;存在情况（存在、存在与否、是否存在）或阈值（界值、界限、阀值、临界值） 时刻;随机;随意;瞬间 血库;血库检验;血库检验类;血库检验项目;血库检验项目类;血库类;血库试验;血库试验项目;血库试验项目类 血清或血浆",""
"11101-3","细菌","单位面积数量或计数","时间点","滑液","定量型","显微镜检查.光学.高倍视野","微生物学试验类","","","光学显微镜方法;光学显微镜方法.光学;光学显微镜检;光学显微镜检.光学;光学显微镜检查;光镜检查;光镜检查.光学;光镜法;显微镜检查.普通光学;普通光学显微镜检查;镜检;镜检.光学 光学显微镜检查高倍视野;显微镜检查高倍视野;显微镜检高倍视野 关节吸出液;关节抽出液;关节液;骨膜液;滑膜腔积液;关节腔积液 单位面积的数量;单位面积的计数;计数/数量 可用数量表示的;定量性;数值型;数量型;连续数值型标尺 微生物学;微生物学试验;微生物学试验（培养、DNA、抗原及抗体） 时刻;随机;随意;瞬间 显微学;显微术;显微镜学;显微镜检术;显微镜检查;显微镜检查方法;显微镜检查法;显微镜检查类方法;显微镜检查类检验方法;显微镜法;镜检;镜检术;镜检法 细菌类;菌",""
"11261-5","细菌","存在与否或特征标识","时间点","阴道","名义型","需氧微生物培养","微生物学试验类","","","分类型应答;分类型结果;名义性;名称型;名词型;名词性;标称性;没有自然次序的名义型或分类型应答 培养方法 好氧微生物培养;需气培养;需氧培养;需氧菌培养 存在;存在与否;特征标识;身份;身份标识 微生物学;微生物学试验;微生物学试验（培养、DNA、抗原及抗体） 时刻;随机;随意;瞬间 细菌类;菌 阴道分泌物;白带;阴道标本;阴道病理标本",""
"11475-1","微生物","存在与否或特征标识","时间点","XXX","名义型","培养","微生物学试验类","","","不明的;其他;将在相应消息内其他部分之中加以详细说明;未作详细说明的;未作说明的;未做说明的标本;未加规定的;未加说明的标本;杂项 分类型应答;分类型结果;名义性;名称型;名词型;名词性;标称性;没有自然次序的名义型或分类型应答 培养方法 存在;存在与否;特征标识;身份;身份标识 微生物学;微生物学试验;微生物学试验（培养、DNA、抗原及抗体） 时刻;随机;随意;瞬间",""
"12178-0","细菌","存在情况或阈值","时间点","生殖器","序数型","湿片法","微生物学试验类","","","依次型;分类顺序型;定性的;序数型（或称等级型）;性质上的;有序型;有序性分类应答;有序性分类结果;秩次型;等级型;筛查;顺序型 准备 准备工作 制剂 制备 前处理 外生殖器;尿生殖;泌尿和生殖系统;泌尿生殖;泌尿生殖器;生殖器(多用于指男性的外生殖器);生殖器官;生殖道;男生殖器 存在情况;存在;存在与否;是否存在;阈值;界值;界限;阀值;临界值;存在情况（存在、存在与否、是否存在）或阈值（界值、界限、阀值、临界值） 微生物学;微生物学试验;微生物学试验（培养、DNA、抗原及抗体） 时刻;随机;随意;瞬间 标本 湿片;湿片制备;湿片制备法 细菌类;菌 配制 预先加工 预加工 预备",""
"12281-2","细菌","存在与否或特征标识","时间点","子宫颈","名义型","厌氧微生物培养","微生物学试验类","","","分类型应答;分类型结果;名义性;名称型;名词型;名词性;标称性;没有自然次序的名义型或分类型应答 厌氧生物培养;厌氧菌培养;嫌气微生物培养;嫌气细菌培养 培养方法 存在;存在与否;特征标识;身份;身份标识 宫颈;生殖道 微生物学;微生物学试验;微生物学试验（培养、DNA、抗原及抗体） 时刻;随机;随意;瞬间 细菌类;菌",""
"91063-8","细菌","存在与否或特征标识","时间点","血小板^血液制品单位","名义型","需氧微生物培养","微生物学试验类","","","BPU;血液制品单位（Blood product unit，BPU）;血液制品单位（包装）;血液包装单位;超系统 - 血液制品单位 凝血细胞;血栓细胞;血小板类 分类型应答;分类型结果;名义性;名称型;名词型;名词性;标称性;没有自然次序的名义型或分类型应答 培养方法 好氧微生物培养;需气培养;需氧培养;需氧菌培养 存在;存在与否;特征标识;身份;身份标识 微生物学;微生物学试验;微生物学试验（培养、DNA、抗原及抗体） 时刻;随机;随意;瞬间 细菌类;菌",""
"12814-0","钾","物质的量浓度","时间点","玻璃体液","定量型","","化学试验类","","","K;K+;钾离子 克分子浓度;克分子浓度(单位体积);摩尔浓度;摩尔浓度(单位体积);物质的量浓度(单位体积) 化学;化学检验项目;化学检验项目类;化学类;化学试验;非刺激耐受型化学检验项目;非刺激耐受型化学检验项目类;非刺激耐受型化学试验;非刺激耐受型化学试验类 可用数量表示的;定量性;数值型;数量型;连续数值型标尺 时刻;随机;随意;瞬间 玻璃状液",""
"13314-0","细菌","存在与否或特征标识","时间点","精液","名义型","","微生物学试验类","","","一次射出的精液;射精 分类型应答;分类型结果;名义性;名称型;名词型;名词性;标称性;没有自然次序的名义型或分类型应答 存在;存在与否;特征标识;身份;身份标识 微生物学;微生物学试验;微生物学试验（培养、DNA、抗原及抗体） 时刻;随机;随意;瞬间 细菌类;菌",""
"13315-7","细菌","存在与否或特征标识","24小时","尿液","名义型","培养","微生物学试验类","","","1天;1日;24.0小时;一天;一日;二十四个小时;二十四小时 分类型应答;分类型结果;名义性;名称型;名词型;名词性;标称性;没有自然次序的名义型或分类型应答 培养方法 存在;存在与否;特征标识;身份;身份标识 尿;小便;下泉 微生物学;微生物学试验;微生物学试验（培养、DNA、抗原及抗体） 细菌类;菌",""
"14093-9","细菌","存在与否或特征标识","时间点","水","名义型","培养","微生物学试验类","","","H2O 分类型应答;分类型结果;名义性;名称型;名词型;名词性;标称性;没有自然次序的名义型或分类型应答 培养方法 存在;存在与否;特征标识;身份;身份标识 微生物学;微生物学试验;微生物学试验（培养、DNA、抗原及抗体） 时刻;随机;随意;瞬间 细菌类;菌",""
"14124-2","细菌","存在情况或阈值","时间点","精液","序数型","显微镜检查.光学","生育能力检测","","","一次射出的精液;射精 依次型;分类顺序型;定性的;序数型（或称等级型）;性质上的;有序型;有序性分类应答;有序性分类结果;秩次型;等级型;筛查;顺序型 光学显微镜方法;光学显微镜方法.光学;光学显微镜检;光学显微镜检.光学;光学显微镜检查;光镜检查;光镜检查.光学;光镜法;显微镜检查.普通光学;普通光学显微镜检查;镜检;镜检.光学 存在情况;存在;存在与否;是否存在;阈值;界值;界限;阀值;临界值;存在情况（存在、存在与否、是否存在）或阈值（界值、界限、阀值、临界值） 时刻;随机;随意;瞬间 显微学;显微术;显微镜学;显微镜检术;显微镜检查;显微镜检查方法;显微镜检查法;显微镜检查类方法;显微镜检查类检验方法;显微镜法;镜检;镜检术;镜检法 生育能力;生育能力检查;生育能力检验;生育能力测试 细菌类;菌",""
"14172-1","钾","物质的量浓度","时间点","滑液","定量型","","化学试验类","","","K;K+;钾离子 克分子浓度;克分子浓度(单位体积);摩尔浓度;摩尔浓度(单位体积);物质的量浓度(单位体积) 关节吸出液;关节抽出液;关节液;骨膜液;滑膜腔积液;关节腔积液 化学;化学检验项目;化学检验项目类;化学类;化学试验;非刺激耐受型化学检验项目;非刺激耐受型化学检验项目类;非刺激耐受型化学试验;非刺激耐受型化学试验类 可用数量表示的;定量性;数值型;数量型;连续数值型标尺 时刻;随机;随意;瞬间",""
"14320-6","细菌","存在与否或特征标识","时间点","尿液","名义型","1:100 稀释培养","微生物学试验类","","","1:100 培养;1:100 稀释度培养;培养 @1:100;稀释培养 @1:100 分类型应答;分类型结果;名义性;名称型;名词型;名词性;标称性;没有自然次序的名义型或分类型应答 培养方法 存在;存在与否;特征标识;身份;身份标识 尿;小便;下泉 微生物学;微生物学试验;微生物学试验（培养、DNA、抗原及抗体） 时刻;随机;随意;瞬间 细菌类;菌",""
"14325-5","细菌","存在与否或特征标识","时间点","XXX","名义型","环境监测标本培养","微生物学试验类","","","不明的;其他;将在相应消息内其他部分之中加以详细说明;未作详细说明的;未作说明的;未做说明的标本;未加规定的;未加说明的标本;杂项 分类型应答;分类型结果;名义性;名称型;名词型;名词性;标称性;没有自然次序的名义型或分类型应答 培养方法 存在;存在与否;特征标识;身份;身份标识 微生物学;微生物学试验;微生物学试验（培养、DNA、抗原及抗体） 时刻;随机;随意;瞬间 环境培养;环境标本培养;环境观察培养;监测标本培养 细菌类;菌",""
"14394-1","尿素氮","质量浓度","时间点","胸膜液","定量型","","化学试验类","","","BUN;UN;血尿素氮;血尿素氮（Blood urea nitrogen，BUN，尿素氮）;血液尿素氮 CO(NH2)2;碳酰二胺;脲 N;N2;Nit;氮气 化学;化学检验项目;化学检验项目类;化学类;化学试验;非刺激耐受型化学检验项目;非刺激耐受型化学检验项目类;非刺激耐受型化学试验;非刺激耐受型化学试验类 可用数量表示的;定量性;数值型;数量型;连续数值型标尺 时刻;随机;随意;瞬间 水平;浓度;质量浓度(单位体积) 胸腔积液;胸水;胸膜穿刺液;胸膜腔积水;胸膜腔积液",""
"14396-6","尿素氮","质量浓度","时间点","滑液","定量型","","化学试验类","","","BUN;UN;血尿素氮;血尿素氮（Blood urea nitrogen，BUN，尿素氮）;血液尿素氮 CO(NH2)2;碳酰二胺;脲 N;N2;Nit;氮气 关节吸出液;关节抽出液;关节液;骨膜液;滑膜腔积液;关节腔积液 化学;化学检验项目;化学检验项目类;化学类;化学试验;非刺激耐受型化学检验项目;非刺激耐受型化学检验项目类;非刺激耐受型化学试验;非刺激耐受型化学试验类 可用数量表示的;定量性;数值型;数量型;连续数值型标尺 时刻;随机;随意;瞬间 水平;浓度;质量浓度(单位体积)",""
"14402-2","肌酐","质量浓度","时间点","胃液","定量型","","化学试验类","","","CR;Creat;肌氨酸酐;肌酸内酰胺;肌酸酐 化学;化学检验项目;化学检验项目类;化学类;化学试验;非刺激耐受型化学检验项目;非刺激耐受型化学检验项目类;非刺激耐受型化学试验;非刺激耐受型化学试验类 可用数量表示的;定量性;数值型;数量型;连续数值型标尺 时刻;随机;随意;瞬间 水平;浓度;质量浓度(单位体积) 胃内容物",""
"14407-1","磷酸盐","质量浓度","时间点","胃液","定量型","","化学试验类","","","i Phos;Phos;Pi;PO4;总磷酸;无机磷酸;无机磷酸;磷酸根;磷酸盐;磷酸酯 化学;化学检验项目;化学检验项目类;化学类;化学试验;非刺激耐受型化学检验项目;非刺激耐受型化学检验项目类;非刺激耐受型化学试验;非刺激耐受型化学试验类 可用数量表示的;定量性;数值型;数量型;连续数值型标尺 时刻;随机;随意;瞬间 水平;浓度;质量浓度(单位体积) 胃内容物",""
"14475-8","细菌","存在与否或特征标识","时间点","子宫颈","名义型","需氧微生物培养","微生物学试验类","","","分类型应答;分类型结果;名义性;名称型;名词型;名词性;标称性;没有自然次序的名义型或分类型应答 培养方法 好氧微生物培养;需气培养;需氧培养;需氧菌培养 存在;存在与否;特征标识;身份;身份标识 宫颈;生殖道 微生物学;微生物学试验;微生物学试验（培养、DNA、抗原及抗体） 时刻;随机;随意;瞬间 细菌类;菌",""
"14477-4","细菌","存在与否或特征标识","时间点","尿道","名义型","需氧微生物培养","微生物学试验类","","","分类型应答;分类型结果;名义性;名称型;名词型;名词性;标称性;没有自然次序的名义型或分类型应答 培养方法 好氧微生物培养;需气培养;需氧培养;需氧菌培养 存在;存在与否;特征标识;身份;身份标识 微生物学;微生物学试验;微生物学试验（培养、DNA、抗原及抗体） 时刻;随机;随意;瞬间 细菌类;菌",""
"14478-2","细菌","存在与否或特征标识","时间点","阴茎","名义型","需氧微生物培养","微生物学试验类","","","分类型应答;分类型结果;名义性;名称型;名词型;名词性;标称性;没有自然次序的名义型或分类型应答 培养方法 好氧微生物培养;需气培养;需氧培养;需氧菌培养 存在;存在与否;特征标识;身份;身份标识 微生物学;微生物学试验;微生物学试验（培养、DNA、抗原及抗体） 时刻;随机;随意;瞬间 男性生殖器;男性外生殖器;阳物 细菌类;菌",""
"15202-5","钾","物质的量浓度","时间点","大便","定量型","","化学试验类","","","K;K+;钾离子 便;大肠运动;排便;粪便;肠运动 克分子浓度;克分子浓度(单位体积);摩尔浓度;摩尔浓度(单位体积);物质的量浓度(单位体积) 化学;化学检验项目;化学检验项目类;化学类;化学试验;非刺激耐受型化学检验项目;非刺激耐受型化学检验项目类;非刺激耐受型化学试验;非刺激耐受型化学试验类 可用数量表示的;定量性;数值型;数量型;连续数值型标尺 时刻;随机;随意;瞬间",""
