"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"17956-4","cultivo anaeróbico de líquido corporal estéril","presencia o identidad","punto en el tiempo","líquido corporal, no especificado","Nominal","STERILE BODY FLUID ANAEROBIC CULTURE","microbiología","cultivo anaeróbico de líquido corporal estéril:presencia o identidad:punto en el tiempo:líquido corporal, no especificado:Nominal:STERILE BODY FLUID ANAEROBIC CULTURE","","",""
"17969-7","microorganismo identificado","presencia o identidad","punto en el tiempo","orina","Nominal","urocultivo aerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:orina:Nominal:urocultivo aerobio","","",""
"18192-5","bacterias","concentración arbitraria","punto en el tiempo","nariz","ordinal","microscopia.luz","microbiología","bacterias:concentración arbitraria:punto en el tiempo:nariz:ordinal:microscopia.luz","","",""
"18372-3","potasio","índice de sustancia","6 horas","orina","cuantitativo","","química","potasio:índice de sustancia:6 horas:orina:cuantitativo:","","",""
"19096-7","electrólitos","impresión/interpretación del estudio","24 horas","orina","Narrativo","","química","electrólitos:impresión/interpretación del estudio:24 horas:orina:Narrativo:","","",""
"19126-2","microorganismo identificado","presencia o identidad","punto en el tiempo","médula ósea","Nominal","cultivo aerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:médula ósea:Nominal:cultivo aerobio","","",""
"19127-0","cultivo para sitrés respiratorio agudo","presencia o identidad","punto en el tiempo","esputo","Nominal","ACUTE RESPIRATORY DISTRESS CULTURE","microbiología","cultivo para sitrés respiratorio agudo:presencia o identidad:punto en el tiempo:esputo:Nominal:ACUTE RESPIRATORY DISTRESS CULTURE","","",""
"19128-8","microorganismo identificado","presencia o identidad","punto en el tiempo","punta de catéter","Nominal","cultivo de punta de catéter","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:punta de catéter:Nominal:cultivo de punta de catéter","","",""
"20474-3","microorganismo identificado","presencia o identidad","punto en el tiempo","tejido, no especificado","Nominal","cultivo de biopsia","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:tejido, no especificado:Nominal:cultivo de biopsia","","",""
"20693-8","bacterias identificadas","presencia o identidad","punto en el tiempo","camilla","Nominal","cultivo aerobio","microbiología","bacterias identificadas:presencia o identidad:punto en el tiempo:camilla:Nominal:cultivo aerobio","","",""
"20694-6","bacterias identificadas","presencia o identidad","punto en el tiempo","embrión","Nominal","cultivo aerobio","microbiología","bacterias identificadas:presencia o identidad:punto en el tiempo:embrión:Nominal:cultivo aerobio","","",""
"20695-3","leche materna","concentración de número","punto en el tiempo","MMLK","cuantitativo","","microbiología","leche materna:concentración de número:punto en el tiempo:MMLK:cuantitativo:","","",""
"20877-7","microorganismo identificado","presencia o identidad","punto en el tiempo","cepa clínica","Nominal","inoculación animal","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:cepa clínica:Nominal:inoculación animal","","",""
"20878-5","microorganismo identificado","presencia o identidad","punto en el tiempo","cepa clínica","Nominal","cultivo anaerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:cepa clínica:Nominal:cultivo anaerobio","","",""
"20879-3","bacterias identificadas","presencia o identidad","punto en el tiempo","leche","Nominal","cultivo aerobio","microbiología","bacterias identificadas:presencia o identidad:punto en el tiempo:leche:Nominal:cultivo aerobio","","",""
"21020-3","microorganismo identificado","presencia o identidad","punto en el tiempo","XXX","Nominal","cultivo anaerobio+aerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:XXX:Nominal:cultivo anaerobio+aerobio","","",""
"21476-7","potasio","concentración de sustancia","24 horas","orina","cuantitativo","","química","potasio:concentración de sustancia:24 horas:orina:cuantitativo:","","",""
"22760-3","potasio","concentración de masa","punto en el tiempo","suero/plasma","cuantitativo","","química","potasio:concentración de masa:punto en el tiempo:suero/plasma:cuantitativo:","","",""
"23667-9","bacterias identificadas","presencia o identidad","punto en el tiempo","XXX","Nominal","","microbiología","bacterias identificadas:presencia o identidad:punto en el tiempo:XXX:Nominal:","","",""
"25145-4","bacterias","concentración arbitraria","punto en el tiempo","sedimento urinario","ordinal","microscopia.luz","análisis de orina","bacterias:concentración arbitraria:punto en el tiempo:sedimento urinario:ordinal:microscopia.luz","","",""
"25506-7","potasio","contenido de sustancia","punto en el tiempo","materia fecal","cuantitativo","","química","potasio:contenido de sustancia:punto en el tiempo:materia fecal:cuantitativo:","","",""
"27441-5","potasio","contenido de sustancia","24 horas","materia fecal","cuantitativo","","química","potasio:contenido de sustancia:24 horas:materia fecal:cuantitativo:","","",""
"2830-8","depuración renal de potasio","índice de volumen","24 horas","orina","cuantitativo","","química","depuración renal de potasio:índice de volumen:24 horas:orina:cuantitativo:","","",""
"2819-1","potasio","concentración de sustancia","punto en el tiempo","líquido cefalorraquídeo","cuantitativo","","química","potasio:concentración de sustancia:punto en el tiempo:líquido cefalorraquídeo:cuantitativo:","","",""
"2820-9","potasio","concentración de sustancia","punto en el tiempo","líquido de diálisis","cuantitativo","","química","potasio:concentración de sustancia:punto en el tiempo:líquido de diálisis:cuantitativo:","","",""
"2821-7","potasio","concentración de sustancia","punto en el tiempo","líquido corporal, no especificado","cuantitativo","","química","potasio:concentración de sustancia:punto en el tiempo:líquido corporal, no especificado:cuantitativo:","","",""
"2822-5","potasio","concentración de sustancia","punto en el tiempo","líquidos/contenidos gástricos","cuantitativo","","química","potasio:concentración de sustancia:punto en el tiempo:líquidos/contenidos gástricos:cuantitativo:","","",""
"2823-3","potasio","concentración de sustancia","punto en el tiempo","suero/plasma","cuantitativo","","química","potasio:concentración de sustancia:punto en el tiempo:suero/plasma:cuantitativo:","","",""
"2824-1","potasio","concentración de sustancia","punto en el tiempo","eritrocitos","cuantitativo","","química","potasio:concentración de sustancia:punto en el tiempo:eritrocitos:cuantitativo:","","",""
"2825-8","potasio","concentración de sustancia","punto en el tiempo","saliva","cuantitativo","","química","potasio:concentración de sustancia:punto en el tiempo:saliva:cuantitativo:","","",""
"2826-6","potasio","índice de sustancia","72 horas","materia fecal","cuantitativo","","química","potasio:índice de sustancia:72 horas:materia fecal:cuantitativo:","","",""
"2827-4","potasio","concentración de sustancia","punto en el tiempo","sudor","cuantitativo","","química","potasio:concentración de sustancia:punto en el tiempo:sudor:cuantitativo:","","",""
"2828-2","potasio","concentración de sustancia","punto en el tiempo","orina","cuantitativo","","química","potasio:concentración de sustancia:punto en el tiempo:orina:cuantitativo:","","",""
"2829-0","potasio","índice de sustancia","24 horas","orina","cuantitativo","","química","potasio:índice de sustancia:24 horas:orina:cuantitativo:","","",""
"30549-0","nutrición parenteral total","concentración de sustancia","punto en el tiempo","TPN","cuantitativo","","química","nutrición parenteral total:concentración de sustancia:punto en el tiempo:TPN:cuantitativo:","","",""
"31219-9","[anticuerpo anti - ] Afipia felis.[inmunoglobulina M]","concentración arbitraria","punto en el tiempo","suero","cuantitativo","","microbiología","[anticuerpo anti - ] Afipia felis.[inmunoglobulina M]:concentración arbitraria:punto en el tiempo:suero:cuantitativo:","","",""
"31750-3","antígeno de oído interno bovino","concentración arbitraria","punto en el tiempo","suero/plasma","ordinal","","serología","antígeno de oído interno bovino:concentración arbitraria:punto en el tiempo:suero/plasma:ordinal:","","",""
"32336-0","potasio","concentración de sustancia","punto en el tiempo","XXX","cuantitativo","","química","potasio:concentración de sustancia:punto en el tiempo:XXX:cuantitativo:","","",""
"32355-0","microorganismo identificado","presencia o identidad","punto en el tiempo","XXX","Nominal","cultivo respiratorio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:XXX:Nominal:cultivo respiratorio","","",""
"32367-5","microorganismo identificado","presencia o identidad","punto en el tiempo","cepa clínica","Nominal","cultivo aerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:cepa clínica:Nominal:cultivo aerobio","","",""
"32550-6","potasio","cantidad de sustancia","xxx","orina","cuantitativo","","química","potasio:cantidad de sustancia:xxx:orina:cuantitativo:","","",""
"32713-0","potasio","concentración de sustancia","punto en el tiempo","sangre arterial","cuantitativo","","química","potasio:concentración de sustancia:punto en el tiempo:sangre arterial:cuantitativo:","","",""
"32763-5","preparación en fresco","concentración arbitraria","punto en el tiempo","XXX","ordinal","WET PREPARATION","microbiología","preparación en fresco:concentración arbitraria:punto en el tiempo:XXX:ordinal:WET PREPARATION","","",""
"32810-4","bacterias identificadas","presencia o identidad","punto en el tiempo","bronquial","Nominal","","microbiología","bacterias identificadas:presencia o identidad:punto en el tiempo:bronquial:Nominal:","","",""
"33218-9","bacterias","número areico","punto en el tiempo","sedimento urinario","cuantitativo","recuento automático","análisis de orina","bacterias:número areico:punto en el tiempo:sedimento urinario:cuantitativo:recuento automático","","",""
"34703-9","sonda.amplificación.límite de detección objetivo < 500 IU/ml","concentración arbitraria","punto en el tiempo","suero/plasma","cuantitativo","PROBE.AMP.TAR DETECTION LIMIT < 500 IU/ML","microbiología","sonda.amplificación.límite de detección objetivo < 500 IU/ml:concentración arbitraria:punto en el tiempo:suero/plasma:cuantitativo:PROBE.AMP.TAR DETECTION LIMIT < 500 IU/ML","","",""
"35677-4","potasio","concentración de sustancia","xxx","orina","cuantitativo","","química","potasio:concentración de sustancia:xxx:orina:cuantitativo:","","",""
"36921-5","[anticuerpo anti - ] virus de la coriomeningitis linfocítica [Ac].IgM [Inmunoglobulina M]","concentración arbitraria","punto en el tiempo","suero/plasma","ordinal","","microbiología","[anticuerpo anti - ] virus de la coriomeningitis linfocítica [Ac].IgM [Inmunoglobulina M]:concentración arbitraria:punto en el tiempo:suero/plasma:ordinal:","","",""
"38292-9","1,1-dicloroetileno","concentración de masa","punto en el tiempo","agua","cuantitativo","","nivel de drogas y toxicología","1,1-dicloroetileno:concentración de masa:punto en el tiempo:agua:cuantitativo:","","",""
"5769-5","bacterias","número areico","punto en el tiempo","sedimento urinario","cuantitativo","microscopia.de luz.campo de gran aumento","análisis de orina","bacterias:número areico:punto en el tiempo:sedimento urinario:cuantitativo:microscopia.de luz.campo de gran aumento","","",""
"5927-9","potasio","concentración de sustancia","punto en el tiempo","líquido de diálisis","cuantitativo","","química","potasio:concentración de sustancia:punto en el tiempo:líquido de diálisis:cuantitativo:","","",""
"595-9","microorganismo identificado","presencia o identidad","punto en el tiempo","absceso","Nominal","cultivo aerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:absceso:Nominal:cultivo aerobio","","",""
"596-7","microorganismo identificado","presencia o identidad","punto en el tiempo","líquido amniótico","Nominal","cultivo de líquido corporal estéril","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:líquido amniótico:Nominal:cultivo de líquido corporal estéril","","",""
"597-5","microorganismo identificado","presencia o identidad","punto en el tiempo","aspirado","Nominal","cultivo aerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:aspirado:Nominal:cultivo aerobio","","",""
"598-3","microorganismo identificado","presencia o identidad","punto en el tiempo","aspirado","Nominal","cultivo anaerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:aspirado:Nominal:cultivo anaerobio","","",""
"599-1","microorganismo identificado","presencia o identidad","punto en el tiempo","bolsa de sangre","Nominal","cultivo aerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:bolsa de sangre:Nominal:cultivo aerobio","","",""
"600-7","microorganismo identificado","presencia o identidad","punto en el tiempo","sangre","Nominal","cultivo de sangre","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:sangre:Nominal:cultivo de sangre","","",""
"602-3","microorganismo identificado","presencia o identidad","punto en el tiempo","hueso","Nominal","cultivo aerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:hueso:Nominal:cultivo aerobio","","",""
"603-1","microorganismo identificado","presencia o identidad","punto en el tiempo","quemadura","Nominal","cultivo directo de quemadura","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:quemadura:Nominal:cultivo directo de quemadura","","",""
"604-9","microorganismo identificado","presencia o identidad","punto en el tiempo","bronquial","Nominal","cultivo aerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:bronquial:Nominal:cultivo aerobio","","",""
"605-6","microorganismo identificado","presencia o identidad","punto en el tiempo","cánula","Nominal","cultivo aerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:cánula:Nominal:cultivo aerobio","","",""
"606-4","microorganismo identificado","presencia o identidad","punto en el tiempo","líquido cefalorraquídeo","Nominal","cultivo de líquido corporal estéril","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:líquido cefalorraquídeo:Nominal:cultivo de líquido corporal estéril","","",""
"607-2","microorganismo identificado","presencia o identidad","punto en el tiempo","drenaje","Nominal","cultivo aerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:drenaje:Nominal:cultivo aerobio","","",""
"608-0","microorganismo identificado","presencia o identidad","punto en el tiempo","oído","Nominal","cultivo aerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:oído:Nominal:cultivo aerobio","","",""
"609-8","microorganismo identificado","presencia o identidad","punto en el tiempo","ojo","Nominal","cultivo aerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:ojo:Nominal:cultivo aerobio","","",""
"610-6","microorganismo identificado","presencia o identidad","punto en el tiempo","líquido corporal, no especificado","Nominal","cultivo aerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:líquido corporal, no especificado:Nominal:cultivo aerobio","","",""
"611-4","microorganismo identificado","presencia o identidad","punto en el tiempo","líquido corporal, no especificado","Nominal","cultivo de líquido corporal estéril","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:líquido corporal, no especificado:Nominal:cultivo de líquido corporal estéril","","",""
"616-3","microorganismo identificado","presencia o identidad","punto en el tiempo","vía","Nominal","cultivo de vía intravascular","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:vía:Nominal:cultivo de vía intravascular","","",""
"617-1","microorganismo identificado","presencia o identidad","punto en el tiempo","placenta","Nominal","cultivo aerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:placenta:Nominal:cultivo aerobio","","",""
"618-9","microorganismo identificado","presencia o identidad","punto en el tiempo","líquido pleural","Nominal","cultivo de líquido corporal estéril","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:líquido pleural:Nominal:cultivo de líquido corporal estéril","","",""
"619-7","microorganismo identificado","presencia o identidad","punto en el tiempo","líquido peritoneal","Nominal","cultivo de líquido corporal estéril","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:líquido peritoneal:Nominal:cultivo de líquido corporal estéril","","",""
"620-5","microorganismo identificado","presencia o identidad","punto en el tiempo","piel","Nominal","cultivo aerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:piel:Nominal:cultivo aerobio","","",""
"621-3","microorganismo identificado","presencia o identidad","punto en el tiempo","líquido sinovial","Nominal","cultivo de líquido corporal estéril","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:líquido sinovial:Nominal:cultivo de líquido corporal estéril","","",""
"622-1","microorganismo identificado","presencia o identidad","punto en el tiempo","esputo","Nominal","cultivo aerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:esputo:Nominal:cultivo aerobio","","",""
"623-9","cultivo respiratorio para fibrosis quística","presencia o identidad","punto en el tiempo","esputo","Nominal","CYSTIC FIBROSIS RESPIRATORY CULTURE","microbiología","cultivo respiratorio para fibrosis quística:presencia o identidad:punto en el tiempo:esputo:Nominal:CYSTIC FIBROSIS RESPIRATORY CULTURE","","",""
"624-7","microorganismo identificado","presencia o identidad","punto en el tiempo","esputo","Nominal","cultivo respiratorio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:esputo:Nominal:cultivo respiratorio","","",""
"625-4","microorganismo identificado","presencia o identidad","punto en el tiempo","materia fecal","Nominal","coprocultivo","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:materia fecal:Nominal:coprocultivo","","",""
"626-2","microorganismo identificado","presencia o identidad","punto en el tiempo","garganta","Nominal","cultivo de fauces","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:garganta:Nominal:cultivo de fauces","","",""
"627-0","microorganismo identificado","presencia o identidad","punto en el tiempo","tejido, no especificado","Nominal","cultivo aerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:tejido, no especificado:Nominal:cultivo aerobio","","",""
"628-8","microorganismo identificado","presencia o identidad","punto en el tiempo","tejido, no especificado","Nominal","cultivo anaerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:tejido, no especificado:Nominal:cultivo anaerobio","","",""
"629-6","microorganismo identificado","presencia o identidad","punto en el tiempo","úlcera","Nominal","cultivo aerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:úlcera:Nominal:cultivo aerobio","","",""
"6298-4","potasio","concentración de sustancia","punto en el tiempo","sangre","cuantitativo","","química","potasio:concentración de sustancia:punto en el tiempo:sangre:cuantitativo:","","",""
"630-4","microorganismo identificado","presencia o identidad","punto en el tiempo","orina","Nominal","urocultivo","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:orina:Nominal:urocultivo","","",""
"631-2","microorganismo identificado","presencia o identidad","punto en el tiempo","sustancia desconocida","Nominal","cultivo aerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:sustancia desconocida:Nominal:cultivo aerobio","","",""
"632-0","microorganismo identificado","presencia o identidad","punto en el tiempo","herida","Nominal","cultivo aerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:herida:Nominal:cultivo aerobio","","",""
"633-8","microorganismo identificado","presencia o identidad","punto en el tiempo","herida","Nominal","cultivo anaerobio","microbiología","microorganismo identificado:presencia o identidad:punto en el tiempo:herida:Nominal:cultivo anaerobio","","",""
