"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"91866-4","bacteriën","identificator","moment","mond","nominaal","aerobe kweek","microbiologie","","Bacteriën [identificator] in mond d.m.v. aerobe kweek","bacterie",""
"91865-6","bacteriën","identificator","moment","genitaal monster","nominaal","anaerobe kweek","microbiologie","","Bacteriën [identificator] in genitaal monster d.m.v. anaerobe kweek","bacterie",""
"92253-4","micro-organisme","identificator","moment","isolaat of monster","nominaal","moleculair genetisch onderzoek","microbiologie","","Micro-organisme [identificator] in isolaat of monster d.m.v. moleculair genetisch onderzoek","isolaat/specimen molgen",""
"100906-7","bacteriën","aantal/volume","moment","urine","kwantitatief","kweek","microbiologie","","Bacteriën [aantal/volume] in urine d.m.v. kweek","bacterie",""
"10332-5","cortisol^voor 250 ug ACTH IM","massa/volume","moment","serum of plasma","kwantitatief","","chemie - met belasting","","Cortisol^voor 250 ug ACTH IM [massa/volume] in serum of plasma","adrenocorticotroop hormoon; adrenocorticotrofine; corticotrofine",""
"10333-3","waarneming","aspect","moment","liquor cerebrospinalis","nominaal","","informatie over monster","","Waarneming [aspect] in liquor cerebrospinalis","uiterlijk; voorkomen",""
"10352-3","bacteriën","identificator","moment","genitaal monster","nominaal","aerobe kweek","microbiologie","","Bacteriën [identificator] in genitaal monster d.m.v. aerobe kweek","bacterie",""
"10353-1","bacteriën","identificator","moment","neus","nominaal","aerobe kweek","microbiologie","","Bacteriën [identificator] in neus d.m.v. aerobe kweek","bacterie",""
"10354-9","bacteriën","identificator","moment","urethra","nominaal","kweek","microbiologie","","Bacteriën [identificator] in urethra d.m.v. kweek","bacterie",""
"10390-3","bloedproduct speciale bereiding","type","moment","^bloedproducteenheid","nominaal","","bloedbank","","Bloedproduct speciale bereiding [type] van bloedproducteenheid","",""
"10391-1","Cytomegalovirus immunoglobuline toegediend","volume","moment","^patiënt","kwantitatief","","bloedbank","","Cytomegalovirus immunoglobuline toegediend [volume]","gegeven",""
"1039-7","G Ag","aanwezigheid","moment","erytrocyten^bloedproducteenheid","ordinaal","","bloedbank","","G Ag [aanwezigheid] in erytrocyten^bloedproducteenheid","antigeen rode bloedcellen",""
"105908-8","bacteriën","aantal/gezichtsveld","moment","urinesediment","kwantitatief","","urineonderzoek","","Bacteriën [aantal/gezichtsveld] in urinesediment","bacterie",""
"10550-2","temazepam","massa/volume","moment","serum of plasma","kwantitatief","","DRUG/TOX","","Temazepam [massa/volume] in serum of plasma","",""
"1099-1","K kleine p super kleine a As","aanwezigheid","moment","serum of plasma","ordinaal","","bloedbank","","K kleine p super kleine a As [aanwezigheid] in serum of plasma","antistof; antilichaam Kp^a",""
"11101-3","bacteriën","aantal/gezichtsveld","moment","synoviaal vocht","kwantitatief","microscopie.licht.HPF","microbiologie","","Bacteriën [aantal/gezichtsveld] in synoviaal vocht d.m.v. microscopie.licht.HPF","bacterie lichtmicroscopie",""
"11261-5","bacteriën","identificator","moment","vaginaal monster","nominaal","aerobe kweek","microbiologie","","Bacteriën [identificator] in vaginaal monster d.m.v. aerobe kweek","bacterie",""
"11475-1","micro-organisme","identificator","moment","XXX","nominaal","kweek","microbiologie","","Micro-organisme [identificator] d.m.v. kweek","",""
"12178-0","bacteriën","aanwezigheid","moment","genitaal monster","ordinaal","natte preparatie","microbiologie","","Bacteriën [aanwezigheid] in genitaal monster d.m.v. natte preparatie","bacterie",""
"12281-2","bacteriën","identificator","moment","cervix","nominaal","anaerobe kweek","microbiologie","","Bacteriën [identificator] in cervix d.m.v. anaerobe kweek","baarmoederhals bacterie",""
"12814-0","kalium","mol/volume","moment","glasachtig vocht","kwantitatief","","chemie - zonder belasting","","Kalium [mol/volume] in glasachtig vocht","",""
"13314-0","bacteriën","identificator","moment","sperma","nominaal","","microbiologie","","Bacteriën [identificator] in sperma","bacterie",""
"13315-7","bacteriën","identificator","24 uur","urine","nominaal","kweek","microbiologie","","Bacteriën [identificator] in 24-uursurine d.m.v. kweek","24U bacterie",""
"14093-9","bacteriën","identificator","moment","water","nominaal","kweek","microbiologie","","Bacteriën [identificator] in water d.m.v. kweek","bacterie",""
"14124-2","bacteriën","aanwezigheid","moment","sperma","ordinaal","microscopie.licht","fertiliteitsonderzoek","","Bacteriën [aanwezigheid] in sperma d.m.v. microscopie.licht","bacterie lichtmicroscopie",""
"14172-1","kalium","mol/volume","moment","synoviaal vocht","kwantitatief","","chemie - zonder belasting","","Kalium [mol/volume] in synoviaal vocht","",""
"14325-5","bacteriën","identificator","moment","XXX","nominaal","omgevingskweek","microbiologie","","Bacteriën [identificator] d.m.v. omgevingskweek","bacterie",""
"14394-1","ureumstikstof","massa/volume","moment","pleuravocht","kwantitatief","","chemie - zonder belasting","","Ureumstikstof [massa/volume] in pleuravocht","",""
"14396-6","ureumstikstof","massa/volume","moment","synoviaal vocht","kwantitatief","","chemie - zonder belasting","","Ureumstikstof [massa/volume] in synoviaal vocht","",""
"14402-2","creatinine","massa/volume","moment","maagvloeistof","kwantitatief","","chemie - zonder belasting","","Creatinine [massa/volume] in maagvloeistof","kreatinine",""
"14407-1","fosfaat","massa/volume","moment","maagvloeistof","kwantitatief","","chemie - zonder belasting","","Fosfaat [massa/volume] in maagvloeistof","",""
"14475-8","bacteriën","identificator","moment","cervix","nominaal","aerobe kweek","microbiologie","","Bacteriën [identificator] in cervix d.m.v. aerobe kweek","baarmoederhals bacterie",""
"14477-4","bacteriën","identificator","moment","urethra","nominaal","aerobe kweek","microbiologie","","Bacteriën [identificator] in urethra d.m.v. aerobe kweek","bacterie",""
"14478-2","bacteriën","identificator","moment","penis","nominaal","aerobe kweek","microbiologie","","Bacteriën [identificator] in penis d.m.v. aerobe kweek","bacterie",""
"15202-5","kalium","mol/volume","moment","feces","kwantitatief","","chemie - zonder belasting","","Kalium [mol/volume] in feces","ontlasting; feces",""
"17279-1","bacteriën","identificator","moment","pleuravocht","nominaal","aerobe kweek","microbiologie","","Bacteriën [identificator] in pleuravocht d.m.v. aerobe kweek","bacterie",""
"17795-6","kalium","mol/volume","moment","parenterale voeding","kwantitatief","","chemie - zonder belasting","","Kalium [mol/volume] in parenterale voeding","hyperal solution",""
"17898-8","bacteriën","identificator","moment","keel","nominaal","aerobe kweek","microbiologie","","Bacteriën [identificator] in keel d.m.v. aerobe kweek","bacterie",""
"17909-3","bacteriën","identificator","moment","wond.diep","nominaal","aerobe kweek","microbiologie","","Bacteriën [identificator] in wond.diep d.m.v. aerobe kweek","bacterie",""
"17915-0","bacteriën","identificator","moment","wond.oppervlakkig","nominaal","aerobe kweek","microbiologie","","Bacteriën [identificator] in wond.oppervlakkig d.m.v. aerobe kweek","bacterie",""
"17925-9","bacteriën","identificator","moment","wond.diep","nominaal","anaerobe kweek","microbiologie","","Bacteriën [identificator] in wond.diep d.m.v. anaerobe kweek","bacterie",""
"17928-3","bacteriën","identificator","moment","bloed","nominaal","aerobe kweek","microbiologie","","Bacteriën [identificator] in bloed d.m.v. aerobe kweek","bacterie",""
"17934-1","bacteriën","identificator","moment","bloed","nominaal","anaerobe kweek","microbiologie","","Bacteriën [identificator] in bloed d.m.v. anaerobe kweek","bacterie",""
"17956-4","bacteriën","identificator","moment","lichaamsvocht","nominaal","anaerobe kweek","microbiologie","","Bacteriën [identificator] in lichaamsvocht d.m.v. anaerobe kweek","bacterie",""
"17969-7","bacteriën","identificator","moment","urine","nominaal","aerobe kweek","microbiologie","","Bacteriën [identificator] in urine d.m.v. aerobe kweek","bacterie",""
"18192-5","bacteriën","aanwezigheid","moment","neus","ordinaal","microscopie.licht","microbiologie","","Bacteriën [aanwezigheid] in neus d.m.v. microscopie.licht","bacterie lichtmicroscopie",""
"18372-3","kalium","mol/tijd","6 uur","urine","kwantitatief","","chemie - zonder belasting","","Kalium [mol/tijd] in 6-uursurine","6U",""
"19096-7","elektrolyten","interpretatie","24 uur","urine","tekstueel","","chemie - zonder belasting","","Elektrolyten [interpretatie] in 24-uursurine (tekstueel)","24U",""
"19126-2","bacteriën","identificator","moment","beenmerg","nominaal","aerobe kweek","microbiologie","","Bacteriën [identificator] in beenmerg d.m.v. aerobe kweek","bacterie",""
"19127-0","bacteriën","identificator","moment","sputum","nominaal","acute-repiratoire-noodkweek","microbiologie","","Bacteriën [identificator] in sputum d.m.v. acute-repiratoire-noodkweek","bacterie",""
"19128-8","bacteriën","identificator","moment","katheteruiteinde","nominaal","kweek","microbiologie","","Bacteriën [identificator] in katheteruiteinde d.m.v. kweek","bacterie",""
"20474-3","bacteriën","identificator","moment","weefsel en uitstrijkjes","nominaal","biopsiecultuur","microbiologie","","Bacteriën [identificator] in weefsel en uitstrijkjes d.m.v. biopsiecultuur","bacterie",""
"20693-8","bacteriën","identificator","moment","afval","nominaal","aerobe kweek","microbiologie","","Bacteriën [identificator] in afval d.m.v. aerobe kweek","bacterie",""
"20694-6","bacteriën","identificator","moment","^embryo","nominaal","aerobe kweek","microbiologie","","Bacteriën [identificator] van embryo d.m.v. aerobe kweek","bacterie",""
"20695-3","bacteriën","aantal/volume","moment","moedermelk","kwantitatief","","microbiologie","","Bacteriën [aantal/volume] in moedermelk","bacterie",""
"20877-7","bacteriën","identificator","moment","isolaat","nominaal","dierenvaccinatie","microbiologie","","Bacteriën [identificator] in isolaat d.m.v. dierenvaccinatie","bacterie",""
"20878-5","bacteriën","identificator","moment","isolaat","nominaal","anaerobe kweek","microbiologie","","Bacteriën [identificator] in isolaat d.m.v. anaerobe kweek","bacterie",""
"20879-3","bacteriën","identificator","moment","melk","nominaal","aerobe kweek","microbiologie","","Bacteriën [identificator] in melk d.m.v. aerobe kweek","bacterie",""
"21020-3","bacteriën","identificator","moment","XXX","nominaal","anaerobe + aerobe kweek","microbiologie","","Bacteriën [identificator] d.m.v. anaerobe + aerobe kweek","bacterie",""
"21476-7","kalium","mol/volume","24 uur","urine","kwantitatief","","chemie - zonder belasting","","Kalium [mol/volume] in 24-uursurine","24U",""
"22760-3","kalium","massa/volume","moment","serum of plasma","kwantitatief","","chemie - zonder belasting","","Kalium [massa/volume] in serum of plasma","",""
"23667-9","bacteriën","identificator","moment","XXX","nominaal","","microbiologie","","Bacteriën [identificator]","bacterie",""
"25145-4","bacteriën","aanwezigheid","moment","urinesediment","ordinaal","microscopie.licht","urineonderzoek","","Bacteriën [aanwezigheid] in urinesediment d.m.v. microscopie.licht","bacterie lichtmicroscopie",""
"25506-7","kalium","mol/massa","moment","feces","kwantitatief","","chemie - zonder belasting","","Kalium [mol/massa] in feces","ontlasting; feces",""
"27441-5","kalium","mol/massa","24 uur","feces","kwantitatief","","chemie - zonder belasting","","Kalium [mol/massa] in 24-uursfeces","24U ontlasting; feces",""
"2819-1","kalium","mol/volume","moment","liquor cerebrospinalis","kwantitatief","","chemie - zonder belasting","","Kalium [mol/volume] in liquor cerebrospinalis","",""
"2820-9","kalium","mol/volume","moment","dialysevloeistof","kwantitatief","","chemie - zonder belasting","","Kalium [mol/volume] in dialysevloeistof","",""
"2821-7","kalium","mol/volume","moment","lichaamsvocht","kwantitatief","","chemie - zonder belasting","","Kalium [mol/volume] in lichaamsvocht","",""
"2822-5","kalium","mol/volume","moment","maagvloeistof","kwantitatief","","chemie - zonder belasting","","Kalium [mol/volume] in maagvloeistof","",""
"2823-3","kalium","mol/volume","moment","serum of plasma","kwantitatief","","chemie - zonder belasting","","Kalium [mol/volume] in serum of plasma","",""
"2824-1","kalium","mol/volume","moment","erytrocyten","kwantitatief","","chemie - zonder belasting","","Kalium [mol/volume] in erytrocyten","rode bloedcellen",""
"2825-8","kalium","mol/volume","moment","speeksel","kwantitatief","","chemie - zonder belasting","","Kalium [mol/volume] in speeksel","",""
"2826-6","kalium","mol/tijd","72 uur","feces","kwantitatief","","chemie - zonder belasting","","Kalium [mol/tijd] in 72-uursfeces","72U ontlasting; feces",""
"2827-4","kalium","mol/volume","moment","zweet","kwantitatief","","chemie - zonder belasting","","Kalium [mol/volume] in zweet","",""
"2828-2","kalium","mol/volume","moment","urine","kwantitatief","","chemie - zonder belasting","","Kalium [mol/volume] in urine","",""
"2829-0","kalium","mol/tijd","24 uur","urine","kwantitatief","","chemie - zonder belasting","","Kalium [mol/tijd] in 24-uursurine","24U",""
"2830-8","kalium renale klaring","volume/tijd","24 uur","urine en serum of plasma","kwantitatief","","chemie - zonder belasting","","Kalium renale klaring [volume/tijd] in urine en serum of plasma gedurende 24 uur","24U",""
"30549-0","kalium","mol/volume","moment","totale parenterale voeding","kwantitatief","","chemie - zonder belasting","","Kalium [mol/volume] in totale parenterale voeding","TPV",""
"3105-4","urobilinogeen","aanwezigheid","moment","feces","ordinaal","","chemie - zonder belasting","","Urobilinogeen [aanwezigheid] in feces","ontlasting; feces",""
"31157-1","carboxyhemoglobine","massa/volume","moment","bloed","kwantitatief","","chemie - zonder belasting","","Carboxyhemoglobine [massa/volume] in bloed","",""
"31219-9","Afipia felis As.IgM","eenheid/volume","moment","serum","kwantitatief","","microbiologie","","Afipia felis As.IgM [eenheid/volume] in serum","antistof; antilichaam",""
"31750-3","bovine binnenoor Ag","aanwezigheid","moment","serum of plasma","ordinaal","","serologie","","Bovine binnenoor Ag [aanwezigheid] in serum of plasma","antigeen",""
"32336-0","kalium","mol/volume","moment","XXX","kwantitatief","","chemie - zonder belasting","","Kalium [mol/volume]","",""
"32355-0","bacteriën","identificator","moment","XXX","nominaal","respiratoire kweek","microbiologie","","Bacteriën [identificator] d.m.v. respiratoire kweek","bacterie",""
"32367-5","bacteriën","identificator","moment","isolaat","nominaal","aerobe kweek","microbiologie","","Bacteriën [identificator] in isolaat d.m.v. aerobe kweek","bacterie",""
"32550-6","kalium","stofgehalte","niet gespecificeerd","urine","kwantitatief","","chemie - zonder belasting","","Kalium [stofgehalte] in urine (verzamelduur niet gespecificeerd)","",""
"32713-0","kalium","mol/volume","moment","arterieel bloed","kwantitatief","","chemie - zonder belasting","","Kalium [mol/volume] in arterieel bloed","",""
"32763-5","bacteriën","aanwezigheid","moment","XXX","ordinaal","natte preparatie","microbiologie","","Bacteriën [aanwezigheid] d.m.v. natte preparatie","bacterie",""
"32810-4","bacteriën","identificator","moment","bronchiaal monster","nominaal","","microbiologie","","Bacteriën [identificator] in bronchiaal monster","bacterie",""
"33218-9","bacteriën","aantal/gezichtsveld","moment","urinesediment","kwantitatief","geautomatiseerde telling","urineonderzoek","","Bacteriën [aantal/gezichtsveld] in urinesediment d.m.v. geautomatiseerde telling","bacterie",""
"34703-9","Hepatitis C-virus RNA","eenheid/volume","moment","serum of plasma","kwantitatief","probe-detectie met detectielimiet = 500 IU/mL","microbiologie","","Hepatitis C-virus RNA [eenheid/volume] in serum of plasma d.m.v. probe-detectie met detectielimiet = 500 IU/mL","probe.amp.tar probe.amp.tar detectielimiet = 500 IU/mL",""
"35677-4","kalium","mol/volume","niet gespecificeerd","urine","kwantitatief","","chemie - zonder belasting","","Kalium [mol/volume] in urine (verzamelduur niet gespecificeerd)","",""
"36921-5","herpes-simplexvirus 1+2 As.IgG","aanwezigheid","moment","serum","ordinaal","","microbiologie","","Herpes-simplexvirus 1+2 As.IgG [aanwezigheid] in serum","antistof; antilichaam",""
"38292-9","1,1-dichloorethyleen","massa/volume","moment","water","kwantitatief","","DRUG/TOX","","1,1-dichloorethyleen [massa/volume] in water","",""
"39785-1","kalium","mol/volume","moment","periteonale dialysevloeistof","kwantitatief","","chemie - zonder belasting","","Kalium [mol/volume] in periteonale dialysevloeistof","",""
"39789-3","kalium","mol/volume","moment","veneus bloed","kwantitatief","","chemie - zonder belasting","","Kalium [mol/volume] in veneus bloed","",""
"39790-1","kalium","mol/volume","moment","capillair bloed","kwantitatief","","chemie - zonder belasting","","Kalium [mol/volume] in capillair bloed","",""
"41598-4","bacteriën","aanwezigheid","moment","pericardvocht","ordinaal","microscopie.licht","microbiologie","","Bacteriën [aanwezigheid] in pericardvocht d.m.v. microscopie.licht","bacterie lichtmicroscopie",""
"41599-2","bacteriën","aanwezigheid","moment","lichaamsvocht","ordinaal","microscopie.licht","microbiologie","","Bacteriën [aanwezigheid] in lichaamsvocht d.m.v. microscopie.licht","bacterie lichtmicroscopie",""
"41600-8","bacteriën","aanwezigheid","moment","synoviaal vocht","ordinaal","microscopie.licht","microbiologie","","Bacteriën [aanwezigheid] in synoviaal vocht d.m.v. microscopie.licht","bacterie lichtmicroscopie",""
"41601-6","bacteriën","aanwezigheid","moment","peritoneaalvocht","ordinaal","microscopie.licht","microbiologie","","Bacteriën [aanwezigheid] in peritoneaalvocht d.m.v. microscopie.licht","bacterie lichtmicroscopie",""
"41602-4","bacteriën","aanwezigheid","moment","liquor cerebrospinalis","ordinaal","microscopie.licht","microbiologie","","Bacteriën [aanwezigheid] in liquor cerebrospinalis d.m.v. microscopie.licht","bacterie lichtmicroscopie",""
"41603-2","bacteriën","aanwezigheid","moment","pleuravocht","ordinaal","microscopie.licht","microbiologie","","Bacteriën [aanwezigheid] in pleuravocht d.m.v. microscopie.licht","bacterie lichtmicroscopie",""
"41656-0","kalium","mol/volume","moment","gemengd veneus bloed","kwantitatief","","chemie - zonder belasting","","Kalium [mol/volume] in gemengd veneus bloed","",""
"41741-0","bacteriën","identificator","moment","XXX","nominaal","","microbiologie","","Bacteriën [identificator]","bacterie",""
"42569-4","kalium","massa of stof/volume","moment","serum of plasma","kwantitatief","","chemie - zonder belasting","","Kalium [massa of stof/volume] in serum of plasma","",""
"42661-9","bacteriën","identificator","moment","isolaat","nominaal","PFGE","microbiologie","","Bacteriën [identificator] in isolaat d.m.v. PFGE","bacterie",""
"42803-7","bacteriën","identificator","moment","isolaat","nominaal","","microbiologie","","Bacteriën [identificator] in isolaat","bacterie",""
"42806-0","bacteriën","identificator","moment","isolaat","nominaal","","microbiologie","","Bacteriën [identificator] in isolaat","bacterie",""
"43161-9","micro-organisme","aantal/volume","moment","XXX","kwantitatief","levensvatbaarheidtelling","microbiologie","","Micro-organisme [aantal/volume] d.m.v. levensvatbaarheidtelling","",""
"43214-6","bacteriën","identificator","moment","neusholte","nominaal","kweek","microbiologie","","Bacteriën [identificator] in neusholte d.m.v. kweek","bacterie",""
"43307-8","bacteriën","identificator","moment","sinus","nominaal","kweek","microbiologie","","Bacteriën [identificator] in sinus d.m.v. kweek","bacterie",""
"43407-6","bacteriën","identificator","moment","wond.diep","nominaal","kweek","microbiologie","","Bacteriën [identificator] in wond.diep d.m.v. kweek","bacterie",""
"43408-4","bacteriën","identificator","moment","weefsel en uitstrijkjes","nominaal","kweek","microbiologie","","Bacteriën [identificator] in weefsel en uitstrijkjes d.m.v. kweek","bacterie",""
"43409-2","bacteriën","identificator","moment","isolaat","nominaal","kweek","microbiologie","","Bacteriën [identificator] in isolaat d.m.v. kweek","bacterie",""
"43410-0","bacteriën","identificator","moment","cervix","nominaal","kweek","microbiologie","","Bacteriën [identificator] in cervix d.m.v. kweek","baarmoederhals bacterie",""
"43411-8","bacteriën","identificator","moment","aspiraat","nominaal","kweek","microbiologie","","Bacteriën [identificator] in aspiraat d.m.v. kweek","bacterie",""
"43426-6","bacteriën","identificator","moment","neusholte","nominaal","aerobe kweek","microbiologie","","Bacteriën [identificator] in neusholte d.m.v. aerobe kweek","bacterie",""
"43441-5","bacteriën","identificator","moment","bronchoalveolaire wassing","nominaal","aerobe kweek","microbiologie","","Bacteriën [identificator] in bronchoalveolaire wassing d.m.v. aerobe kweek","bacterie",""
"43442-3","bacteriën","identificator","moment","bronchiale brush","nominaal","aerobe kweek","microbiologie","","Bacteriën [identificator] in bronchiale brush d.m.v. aerobe kweek","bacterie",""
"44022-2","bacteriën","aanwezigheid","moment","cervix","ordinaal","natte preparatie","microbiologie","","Bacteriën [aanwezigheid] in cervix d.m.v. natte preparatie","baarmoederhals bacterie",""
"44023-0","bacteriën","aanwezigheid","moment","vaginaal monster","ordinaal","natte preparatie","microbiologie","","Bacteriën [aanwezigheid] in vaginaal monster d.m.v. natte preparatie","bacterie",""
"44038-8","bacteriën","aanwezigheid","moment","XXX","ordinaal","","microbiologie","","Bacteriën [aanwezigheid]","bacterie",""
"44039-6","bacteriën","aanwezigheid","moment","oog","ordinaal","microscopie.licht","microbiologie","","Bacteriën [aanwezigheid] in oog d.m.v. microscopie.licht","bacterie lichtmicroscopie oculus",""
