"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"17909-3","Бактерии","ПрИд","ТчкВрм","Рана.глубокий","Ном","Аэробная культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"17915-0","Бактерии","ПрИд","ТчкВрм","Рана.мелкий","Ном","Аэробная культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"17925-9","Бактерии","ПрИд","ТчкВрм","Рана.глубокий","Ном","Анаэробная культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"17928-3","Бактерии","ПрИд","ТчкВрм","Кр","Ном","Аэробная культура","MICRO","","","Кровь Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"17934-1","Бактерии","ПрИд","ТчкВрм","Кр","Ном","Анаэробная культура","MICRO","","","Кровь Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"17956-4","Бактерии","ПрИд","ТчкВрм","Тело ждк","Ном","Анаэробная культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Тела жидкость Точка во времени;Момент",""
"17969-7","Бактерии","ПрИд","ТчкВрм","Моча","Ном","Аэробная культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"18192-5","Бактерии","PrThr","ТчкВрм","Нос","Пор","Микроскопия.световой","MICRO","","","Порядковый Точка во времени;Момент",""
"18372-3","Калий","МольРасх","6 часов","Моча","Колич","","CHEM","","","Количественный Молярная скорость;Молярный расход",""
"19096-7","Эритроциты","Впчт","24 часа","Моча","Опис","","CHEM","","","Впечатление/интерпретация исследования Описательный",""
"19126-2","Бактерии","ПрИд","ТчкВрм","Костный мозг","Ном","Аэробная культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"19128-8","Бактерии","ПрИд","ТчкВрм","КатКн","Ном","Культура","MICRO","","","Кончик катетера Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"20474-3","Бактерии","ПрИд","ТчкВрм","Тк","Ном","Биопсийная культура","MICRO","","","Микроорганизмы идентифицированные из биопсийной культуры Номинальный;Именной Присутствие или Идентификация Ткань и мазки Точка во времени;Момент",""
"20693-8","Бактерии","ПрИд","ТчкВрм","Отходы","Ном","Аэробная культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"20694-6","Бактерии","ПрИд","ТчкВрм","^эмбрион","Ном","Аэробная культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"20695-3","Бактерии","КолОб","ТчкВрм","ММолоко","Колич","","MICRO","","","Количественный Количество в объеме Материнское молоко Точка во времени;Момент",""
"20878-5","Бактерии","ПрИд","ТчкВрм","Изолят","Ном","Анаэробная культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"20879-3","Бактерии","ПрИд","ТчкВрм","Молоко","Ном","Аэробная культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"21020-3","Бактерии","ПрИд","ТчкВрм","XXX","Ном","Анаэробная+Аэробная культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"21476-7","Калий","МолКонц","24 часа","Моча","Колич","","CHEM","","","Количественный Молярность;Молярная объёмная концентрация",""
"22760-3","Калий","МассКонц","ТчкВрм","Сыв/Плаз","Колич","","CHEM","","","Количественный Массовая концентрация Плазма Сыворотка Сыворотка или Плазма Точка во времени;Момент",""
"23667-9","Бактерии","ПрИд","ТчкВрм","XXX","Ном","","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"25145-4","Бактерии","PrThr","ТчкВрм","Моча осад","Пор","Микроскопия.световой","UA","","","Осадок мочи Порядковый Точка во времени;Момент",""
"25506-7","Калий","МолСод","ТчкВрм","Фекалии","Колич","","CHEM","","","Количественный Моляльность;Молярная весовая концентрация Точка во времени;Момент",""
"27441-5","Калий","МолСод","24 часа","Фекалии","Колич","","CHEM","","","Количественный Моляльность;Молярная весовая концентрация",""
"2819-1","Калий","МолКонц","ТчкВрм","ЦСЖ","Колич","","CHEM","","","Количественный Молярность;Молярная объёмная концентрация Точка во времени;Момент Цереброспинальная жидкость",""
"2820-9","Калий","МолКонц","ТчкВрм","Диал ждк","Колич","","CHEM","","","Диализная жидкость Количественный Молярность;Молярная объёмная концентрация Точка во времени;Момент",""
"2821-7","Калий","МолКонц","ТчкВрм","Тело ждк","Колич","","CHEM","","","Количественный Молярность;Молярная объёмная концентрация Тела жидкость Точка во времени;Момент",""
"2822-5","Калий","МолКонц","ТчкВрм","Желуд ждк","Колич","","CHEM","","","Желудочный сок;Желудочная жидкость Количественный Молярность;Молярная объёмная концентрация Точка во времени;Момент",""
"2823-3","Калий","МолКонц","ТчкВрм","Сыв/Плаз","Колич","","CHEM","","","Количественный Молярность;Молярная объёмная концентрация Плазма Сыворотка Сыворотка или Плазма Точка во времени;Момент",""
"2824-1","Калий","МолКонц","ТчкВрм","Эритроциты","Колич","","CHEM","","","Количественный Молярность;Молярная объёмная концентрация Точка во времени;Момент",""
"2825-8","Калий","МолКонц","ТчкВрм","Слюна","Колич","","CHEM","","","Количественный Молярность;Молярная объёмная концентрация Точка во времени;Момент",""
"2826-6","Калий","МольРасх","72 часа","Фекалии","Колич","","CHEM","","","Количественный Молярная скорость;Молярный расход",""
"2827-4","Калий","МолКонц","ТчкВрм","Пот","Колич","","CHEM","","","Количественный Молярность;Молярная объёмная концентрация Точка во времени;Момент",""
"2828-2","Калий","МолКонц","ТчкВрм","Моча","Колич","","CHEM","","","Количественный Молярность;Молярная объёмная концентрация Точка во времени;Момент",""
"2829-0","Калий","МольРасх","24 часа","Моча","Колич","","CHEM","","","Количественный Молярная скорость;Молярный расход",""
"2830-8","Калий почечный клиренс","ОбСк","24 часа","Моча+Сыв/Плаз","Колич","","CHEM","","","Количественный Моча и Сыворотка или Плазма Объемная скорость Плазма Сыворотка Сыворотка или Плазма",""
"30549-0","Калий","МолКонц","ТчкВрм","TPN","Колич","","CHEM","","","Количественный Молярность;Молярная объёмная концентрация Парентеральное питание Точка во времени;Момент",""
"3105-4","Уробилиноген","PrThr","ТчкВрм","Фекалии","Пор","","CHEM","","","Порядковый Точка во времени;Момент",""
"31157-1","Карбоксигемоглобин","МассКонц","ТчкВрм","Кр","Колич","","CHEM","","","Количественный Кровь Массовая концентрация Точка во времени;Момент",""
"31219-9","Afipia felis Ат.IgM","ПроизвКонц","ТчкВрм","Сыв","Колич","","MICRO","","","Антитело Количественный Произвольная концентрация Сыворотка Точка во времени;Момент",""
"31750-3","Бычье внутреннее ухо Аг","PrThr","ТчкВрм","Сыв/Плаз","Пор","","SERO","","","Плазма Порядковый Сыворотка Сыворотка или Плазма Точка во времени;Момент",""
"32336-0","Калий","МолКонц","ТчкВрм","XXX","Колич","","CHEM","","","Количественный Молярность;Молярная объёмная концентрация Точка во времени;Момент",""
"32355-0","Бактерии","ПрИд","ТчкВрм","XXX","Ном","Респираторная культура","MICRO","","","Культура бактерий, обнаруженная в дыхательной системе Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"32367-5","Бактерии","ПрИд","ТчкВрм","Изолят","Ном","Аэробная культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"32550-6","Калий","Моль","XXX","Моча","Колич","","CHEM","","","Количественный Количество вещества Неустановленный",""
"32713-0","Калий","МолКонц","ТчкВрм","КрА","Колич","","CHEM","","","Количественный Кровь артериальная Молярность;Молярная объёмная концентрация Точка во времени;Момент",""
"32763-5","Бактерии","PrThr","ТчкВрм","XXX","Пор","Влажный препарат","MICRO","","","Порядковый Точка во времени;Момент",""
"32810-4","Бактерии","ПрИд","ТчкВрм","Бронхиальный","Ном","","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"33218-9","Бактерии","КолПлощ","ТчкВрм","Моча осад","Колич","Автоматизированный подсчет","UA","","","Количественный Количество на площади;Количество приходящееся на площадь Осадок мочи Точка во времени;Момент",""
"35677-4","Калий","МолКонц","XXX","Моча","Колич","","CHEM","","","Количественный Молярность;Молярная объёмная концентрация Неустановленный",""
"36921-5","Herpes simplex вирус 1+2 Ат.IgG","PrThr","ТчкВрм","Сыв","Пор","","MICRO","","","Антитело Порядковый Сыворотка Точка во времени;Момент",""
"38292-9","1,1-Дихлорэтилен","МассКонц","ТчкВрм","Вода","Колич","","DRUG/TOX","","","Количественный Массовая концентрация Точка во времени;Момент",""
"39785-1","Калий","МолКонц","ТчкВрм","Диал ждк перитон","Колич","","CHEM","","","Диализная жидкость Количественный Молярность;Молярная объёмная концентрация Точка во времени;Момент",""
"39789-3","Калий","МолКонц","ТчкВрм","КрВ","Колич","","CHEM","","","Количественный Кровь Венозная Молярность;Молярная объёмная концентрация Точка во времени;Момент",""
"39790-1","Калий","МолКонц","ТчкВрм","КрК","Колич","","CHEM","","","Количественный Кровь капиллярная Молярность;Молярная объёмная концентрация Точка во времени;Момент",""
"41598-4","Бактерии","PrThr","ТчкВрм","Перикардиальная ждк","Пор","Микроскопия.световой","MICRO","","","Перикардиальная жидкость Порядковый Точка во времени;Момент",""
"41599-2","Бактерии","PrThr","ТчкВрм","Тело ждк","Пор","Микроскопия.световой","MICRO","","","Порядковый Тела жидкость Точка во времени;Момент",""
"41600-8","Бактерии","PrThr","ТчкВрм","Синов ждк","Пор","Микроскопия.световой","MICRO","","","Порядковый Синовиальная жидкость Точка во времени;Момент",""
"41601-6","Бактерии","PrThr","ТчкВрм","Перитон ждк","Пор","Микроскопия.световой","MICRO","","","Перитонеальная жидкость Порядковый Точка во времени;Момент",""
"41602-4","Бактерии","PrThr","ТчкВрм","ЦСЖ","Пор","Микроскопия.световой","MICRO","","","Порядковый Точка во времени;Момент Цереброспинальная жидкость",""
"41603-2","Бактерии","PrThr","ТчкВрм","Плевр ждк","Пор","Микроскопия.световой","MICRO","","","Плевральная жидкость Порядковый Точка во времени;Момент",""
"41656-0","Калий","МолКонц","ТчкВрм","КрСмВ","Колич","","CHEM","","","Количественный Кровь смешанная венозная Молярность;Молярная объёмная концентрация Точка во времени;Момент",""
"41741-0","Бактерии","ПрИд","ТчкВрм","XXX","Ном","","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"42569-4","Калий","МасМольКонц","ТчкВрм","Сыв/Плаз","Колич","","CHEM","","","Количественный Массовая или Молярная Концентрация Плазма Сыворотка Сыворотка или Плазма Точка во времени;Момент",""
"42803-7","Бактерии","ПрИд","ТчкВрм","Изолят","Ном","","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"42806-0","Бактерии","ПрИд","ТчкВрм","Изолят","Ном","","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"43214-6","Бактерии","ПрИд","ТчкВрм","НГл","Ном","Культура","MICRO","","","Номинальный;Именной Носоглотка Присутствие или Идентификация Точка во времени;Момент",""
"43307-8","Бактерии","ПрИд","ТчкВрм","Синус","Ном","Культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"43407-6","Бактерии","ПрИд","ТчкВрм","Рана.глубокий","Ном","Культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"43408-4","Бактерии","ПрИд","ТчкВрм","Тк","Ном","Культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Ткань и мазки Точка во времени;Момент",""
"43409-2","Бактерии","ПрИд","ТчкВрм","Изолят","Ном","Культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"43410-0","Бактерии","ПрИд","ТчкВрм","Шейка","Ном","Культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"43411-8","Бактерии","ПрИд","ТчкВрм","Асп","Ном","Культура","MICRO","","","Аспират Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"43426-6","Бактерии","ПрИд","ТчкВрм","НГл","Ном","Аэробная культура","MICRO","","","Номинальный;Именной Носоглотка Присутствие или Идентификация Точка во времени;Момент",""
"43441-5","Бактерии","ПрИд","ТчкВрм","БАЛ","Ном","Аэробная культура","MICRO","","","Бронхоальвеолярный лаваж Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"43442-3","Бактерии","ПрИд","ТчкВрм","Бронхиальная щётка","Ном","Аэробная культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Соскоб бронха Точка во времени;Момент",""
"44022-2","Бактерии","PrThr","ТчкВрм","Шейка","Пор","Влажный препарат","MICRO","","","Порядковый Точка во времени;Момент",""
"44023-0","Бактерии","PrThr","ТчкВрм","Вагин","Пор","Влажный препарат","MICRO","","","Вагинальный Порядковый Точка во времени;Момент",""
"44038-8","Бактерии","PrThr","ТчкВрм","XXX","Пор","","MICRO","","","Порядковый Точка во времени;Момент",""
"44039-6","Бактерии","PrThr","ТчкВрм","Глаз","Пор","Микроскопия.световой","MICRO","","","Порядковый Точка во времени;Момент",""
"44243-4","Бактерии","КолПлощ","ТчкВрм","Вагин","Колич","Влажный препарат","MICRO","","","Вагинальный Количественный Количество на площади;Количество приходящееся на площадь Точка во времени;Момент",""
"49034-2","Микроорганизм","ПрИд","ТчкВрм","Шейка/Влагалище","Ном","Цитоплазм окраска","CYTO","","","Вагинальный Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент Шейка или Влагалище",""
"49788-3","Калий","МолКонц","ТчкВрм","Амниотич ждк","Колич","","CHEM","","","Амниотическая жидкость Количественный Молярность;Молярная объёмная концентрация Точка во времени;Момент",""
"49789-1","Калий","МолКонц","ТчкВрм","Перитон ждк","Колич","","CHEM","","","Количественный Молярность;Молярная объёмная концентрация Перитонеальная жидкость Точка во времени;Момент",""
"50902-6","Калий","МолСод","ТчкВрм","Волосы","Колич","","CHEM","","","Количественный Моляльность;Молярная весовая концентрация Точка во времени;Момент",""
"51480-2","Бактерии","КолОб","ТчкВрм","Моча","Колич","Автоматизированный подсчет","UA","","","Количественный Количество в объеме Точка во времени;Момент",""
"51720-1","Калий","МассСк","24 часа","Моча","Колич","","CHEM","","","Количественный Массовая скорость",""
"52966-9","Бактерии","ПрИд","ТчкВрм","Анальный","Ном","Культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"52967-7","Бактерии","ПрИд","ТчкВрм","Желуд ждк","Ном","Культура","MICRO","","","Желудочный сок;Желудочная жидкость Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"52973-5","Бактерии","ПрИд","ТчкВрм","Мкрт","Ном","Культура","MICRO","","","Мокрота трахеальный аспират Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"53123-6","Калий","МольРасх","1 час","Моча","Колич","","CHEM","","","Количественный Молярная скорость;Молярный расход",""
"53558-3","Бактерии","ПрИд","ТчкВрм","Сперма","Ном","Культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"53617-7","Бактерии","ПрИд","ТчкВрм","Дуод ждк","Ном","Аэробная культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"53911-4","Бактерии","ПрИд","ТчкВрм","Желчь ждк","Ном","Культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"53908-0","Бактерии","ПрИд","ТчкВрм","Пищеводная щётка","Ном","Культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Соскоб пищевода Точка во времени;Момент",""
"56714-9","Бактерии","ПрИд","ТчкВрм","Контактная линза","Ном","Культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"56715-6","Бактерии","ПрИд","ТчкВрм","Перикардиальная ждк","Ном","Культура","MICRO","","","Номинальный;Именной Перикардиальная жидкость Присутствие или Идентификация Точка во времени;Момент",""
"57355-0","Калий","МолКонц","12 часов","Моча","Колич","","CHEM","","","Количественный Молярность;Молярная объёмная концентрация",""
"57379-0","Калий","МолКонц","2 часа","Моча","Колич","","CHEM","","","Количественный Молярность;Молярная объёмная концентрация",""
"57380-8","Калий","МольРасх","12 часов","Моча","Колич","","CHEM","","","Количественный Молярная скорость;Молярный расход",""
"5769-5","Бактерии","КолПлощ","ТчкВрм","Моча осад","Колич","Микроскопия.световой.сильное увеличение","UA","","","Количественный Количество на площади;Количество приходящееся на площадь Осадок мочи Световая микроскопия при увеличении 400х Точка во времени;Момент",""
"58940-8","Бактерии","ПрИд","ТчкВрм","TPN","Ном","Культура","MICRO","","","Номинальный;Именной Парентеральное питание Присутствие или Идентификация Точка во времени;Момент",""
"58996-0","Калий","МольРасх","18 часов","Моча","Колич","","CHEM","","","Количественный Молярная скорость;Молярный расход",""
"59162-8","Калий","МолКонц","24 часа","Фекалии","Колич","","CHEM","","","Количественный Молярность;Молярная объёмная концентрация",""
"5927-9","Калий","МолКонц","ТчкВрм","Диал ждк","Колич","","CHEM","","","Диализная жидкость Количественный Молярность;Молярная объёмная концентрация Точка во времени;Момент",""
"595-9","Бактерии","ПрИд","ТчкВрм","Абсцесс","Ном","Аэробная культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"596-7","Бактерии","ПрИд","ТчкВрм","Амниотич ждк","Ном","Культура","MICRO","","","Амниотическая жидкость Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"59733-6","Калий","МассСод","ТчкВрм","Тк","Колич","","DRUG/TOX","","","Количественный Масса содержание Ткань и мазки Точка во времени;Момент",""
"597-5","Бактерии","ПрИд","ТчкВрм","Асп","Ном","Аэробная культура","MICRO","","","Аспират Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"598-3","Бактерии","ПрИд","ТчкВрм","Асп","Ном","Анаэробная культура","MICRO","","","Аспират Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"599-1","Бактерии","ПрИд","ТчкВрм","^КПЕ","Ном","Аэробная культура","MICRO","","","Кровь препарат единица;Доза;Единица препарата крови Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"60032-0","Бактерии","ПрИд","ТчкВрм","Диал ждк перитон","Ном","Культура","MICRO","","","Диализная жидкость Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"600-7","Бактерии","ПрИд","ТчкВрм","Кр","Ном","Культура","MICRO","","","Кровь Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"60218-5","Калий","МолКонц","ТчкВрм","ММолоко","Колич","","CHEM","","","Количественный Материнское молоко Молярность;Молярная объёмная концентрация Точка во времени;Момент",""
"602-3","Бактерии","ПрИд","ТчкВрм","Кость","Ном","Аэробная культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"60257-3","Бактерии","ПрИд","ТчкВрм","Ргвц","Ном","Культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Роговица Точка во времени;Момент",""
"60258-1","Бактерии","ПрИд","ТчкВрм","Костный мозг","Ном","Культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"603-1","Бактерии","ПрИд","ТчкВрм","Ожог","Ном","Культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"604-9","Бактерии","ПрИд","ТчкВрм","Бронхиальный","Ном","Аэробная культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"605-6","Бактерии","ПрИд","ТчкВрм","Кттр","Ном","Аэробная культура","MICRO","","","Катетер образец;Канюля образец Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"606-4","Бактерии","ПрИд","ТчкВрм","ЦСЖ","Ном","Культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент Цереброспинальная жидкость",""
"607-2","Бактерии","ПрИд","ТчкВрм","Дренаж","Ном","Аэробная культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"608-0","Бактерии","ПрИд","ТчкВрм","Ухо","Ном","Аэробная культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
"609-8","Бактерии","ПрИд","ТчкВрм","Глаз","Ном","Аэробная культура","MICRO","","","Номинальный;Именной Присутствие или Идентификация Точка во времени;Момент",""
